stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,phase,size,spatial_frequency,orientation,y_position,color,stimulus_name,x_position,frame,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
121,0.0,114.95117,115.20137,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,10.0,null,4.0,0.25020674,94,-0.80461215,0.041990527,8,0.10953223,True,0,train,0
122,0.0,115.20137,115.45158,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-20.0,null,4.0,0.25020674,95,-0.99528376,0.019572745,7,0.11624603,True,0,train,0
123,0.0,115.45158,115.70179,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,20.0,null,4.0,0.25020674,76,-1.0261975,-0.022275932,8,0.10929065,True,1,train,1
124,0.0,115.70179,115.95199,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,20.0,null,4.0,0.25020674,96,-0.91241802,0.022590018,7,0.057503541,True,0,train,1
125,0.0,115.95199,116.20221,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,0.0,null,4.0,0.25021826,97,-0.867397,-0.030489365,8,0.09263454,True,0,train,0
126,0.0,116.20221,116.45243,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-40.0,null,4.0,0.25021826,82,-0.80450199,-0.0023435399,7,0.056676457,True,1,train,2
127,0.0,116.45243,116.70265,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-20.0,null,4.0,0.25021826,98,-1.0560735,-0.08363264,8,0.081797253,True,0,train,2
128,0.0,116.70265,116.95287,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,0.0,null,4.0,0.25021826,99,-1.0042416,0.044388803,7,0.092299156,True,0,train,1
129,0.0,116.95287,117.20306,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-30.0,null,4.0,0.25019674,92,-0.90760131,0.014138527,8,0.085991136,True,1,train,0
130,0.0,117.20306,117.45326,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-20.0,null,4.0,0.25019674,78,-0.83383977,-0.041372367,7,0.049462544,True,1,train,0
131,0.0,117.45326,117.70346,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,10.0,null,4.0,0.25019674,100,-0.77801893,0.029523745,8,0.094926799,True,0,train,2
132,0.0,117.70346,117.95365,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-30.0,null,4.0,0.25019674,101,-0.97548124,0.14985813,7,0.089956346,True,0,train,2
133,0.0,117.95365,118.20387,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,0.0,null,4.0,0.25021576,70,-0.96515716,0.038501399,8,0.090883845,True,1,train,0
134,0.0,118.20387,118.45409,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,20.0,null,4.0,0.25021576,102,-0.85897198,-0.019585177,7,0.11378112,True,0,train,1
135,0.0,118.45409,118.7043,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-10.0,null,4.0,0.25021576,103,-0.9094763,-0.021800671,8,0.090474579,True,0,train,0
136,0.0,118.7043,118.95452,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,20.0,null,4.0,0.25021576,61,-1.1272942,0.11214081,7,0.05628557,True,1,train,2
137,0.0,118.95452,119.20472,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-20.0,null,4.0,0.25020174,104,-1.0548654,0.0042257851,8,0.10820575,True,0,train,1
138,0.0,119.20472,119.45492,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,20.0,null,4.0,0.25020174,68,-1.0793796,-0.20610085,7,0.05436156,True,1,train,2
139,0.0,119.45492,119.70512,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-40.0,null,4.0,0.25020174,105,-1.0791242,-0.12750519,8,0.065438379,True,0,train,1
140,0.0,119.70512,119.95532,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-20.0,null,4.0,0.25020174,106,-1.1846371,-0.007836234,7,0.11961349,True,0,train,0
141,0.0,119.95532,120.20553,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-20.0,null,4.0,0.25020826,107,-1.1648882,0.070401085,8,0.11460566,True,0,train,1
142,0.0,120.20553,120.45574,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-40.0,null,4.0,0.25020826,45,-1.132242,0.12440675,7,0.12618354,True,1,train,1
143,0.0,120.45574,120.70595,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-30.0,null,4.0,0.25020826,108,-1.0572496,0.1198604,8,0.077091714,True,0,train,1
144,0.0,120.70595,120.95616,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-20.0,null,4.0,0.25020826,98,-1.138677,0.17532106,7,0.079178018,True,1,train,2
145,0.0,120.95616,121.20637,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-30.0,null,4.0,0.25020924,108,-1.19503,0.19901262,8,0.080044279,True,1,train,1
146,0.0,121.20637,121.45658,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25020924,26,-0.94167032,0.2569455,7,0.12698326,True,3,train,2
147,0.0,121.45658,121.70678,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-10.0,null,4.0,0.25020924,67,-1.0063561,0.09947844,8,0.15092936,True,1,train,0
148,0.0,121.70678,121.95699,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,-40.0,null,4.0,0.25020924,109,-0.84486888,0.44768135,7,0.14082799,True,0,train,1
149,0.0,121.95699,122.20721,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,40.0,null,4.0,0.25022076,110,-0.97507473,0.21953223,8,0.099652391,True,0,train,0
150,0.0,122.20721,122.45744,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,10.0,null,4.0,0.25022076,111,-1.0188439,0.26766714,7,0.093377493,True,0,train,2
151,0.0,122.45744,122.70766,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,-40.0,null,4.0,0.25022076,112,-1.0269242,0.37677498,8,0.10312521,True,0,train,0
152,0.0,122.70766,122.95788,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,20.0,null,4.0,0.25022076,113,-1.0940141,0.36308249,7,0.075047507,True,0,train,1
153,0.0,122.95788,123.20808,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,10.0,null,4.0,0.25019924,114,-0.93600643,0.2356553,8,0.11092904,True,0,train,0
154,0.0,123.20808,123.45828,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,30.0,null,4.0,0.25019924,115,-0.95522636,0.41617895,7,0.082859238,True,0,train,2
155,0.0,123.45828,123.70847,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,-30.0,null,4.0,0.25019924,116,-0.91499377,0.21921908,8,0.14706273,True,0,train,0
156,0.0,123.70847,123.95867,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-40.0,null,4.0,0.25019924,117,-1.030684,0.2626746,7,0.095930032,True,0,train,2
157,0.0,123.95867,124.20889,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25021826,75,-1.0535203,0.27916634,7,0.066236516,True,1,train,2
158,0.0,124.20889,124.45911,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-10.0,null,4.0,0.25021826,118,-1.1265781,0.2226427,7,0.13373466,True,0,train,1
159,0.0,124.45911,124.70933,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,10.0,null,4.0,0.25021826,119,-1.0996618,0.16590787,7,0.13413891,True,0,train,0
160,0.0,124.70933,124.95955,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,30.0,null,4.0,0.25021826,120,-0.9379419,0.053516139,7,0.10173585,True,0,train,2
161,0.0,124.95955,125.20974,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-10.0,null,4.0,0.25019674,22,-0.9933931,-0.046928158,7,0.090847044,True,3,train,2
162,0.0,125.20974,125.45994,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,0.0,null,4.0,0.25019674,121,-1.1367162,0.092579366,8,0.10371291,True,0,train,2
163,0.0,125.45994,125.71014,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,30.0,null,4.0,0.25019674,122,-1.0530676,-0.037693258,7,0.081332782,True,0,train,2
164,0.0,125.71014,125.96033,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,-40.0,null,4.0,0.25019674,123,-1.2000772,0.13003377,8,0.11810266,True,0,train,0
165,0.0,125.96033,126.21055,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,0.0,null,4.0,0.25021576,97,-1.2125529,0.22708835,7,0.12711596,True,1,train,0
166,0.0,126.21055,126.46077,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-30.0,null,4.0,0.25021576,124,-1.102919,0.30787512,8,0.093998689,True,0,train,2
167,0.0,126.46077,126.71098,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,-20.0,null,4.0,0.25021576,125,-0.85044747,0.26559703,7,0.12698338,True,0,train,0
168,0.0,126.71098,126.9612,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,40.0,null,4.0,0.25021576,126,-0.91066067,0.20339174,8,0.10777629,True,0,train,1
169,0.0,126.9612,127.2114,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-30.0,null,4.0,0.25020174,127,-0.90403367,0.29205026,7,0.082218029,True,0,train,2
170,0.0,127.2114,127.4616,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-10.0,null,4.0,0.25020174,22,-1.1246572,0.31728429,8,0.1348925,True,4,train,2
171,0.0,127.4616,127.7118,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,40.0,null,4.0,0.25020174,19,-1.1934598,0.35091553,7,0.10641379,True,1,train,2
172,0.0,127.7118,127.962,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-20.0,null,4.0,0.25020174,128,-1.1141762,0.39380135,8,0.082621258,True,0,train,2
173,0.0,127.962,128.21222,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,10.0,null,4.0,0.25021326,129,-1.1394218,0.48099874,7,0.082202866,True,0,train,2
174,0.0,128.21222,128.46243,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,40.0,null,4.0,0.25021326,130,-1.0730013,0.28744654,8,0.10383007,True,0,train,0
175,0.0,128.46243,128.71264,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-10.0,null,4.0,0.25021326,31,-1.0360155,0.32190609,7,0.068686707,True,2,test,1
176,0.0,128.71264,128.96286,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-20.0,null,4.0,0.25021326,98,-1.0556651,0.39488602,8,0.086247535,True,2,test,2
177,0.0,128.96286,129.21306,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,30.0,null,4.0,0.25020674,131,-0.96554576,0.33688434,7,0.061812671,True,0,train,1
178,0.0,129.21306,129.46327,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,30.0,null,4.0,0.25020674,59,-1.0135879,0.38433204,8,0.1141142,True,2,test,1
179,0.0,129.46327,129.71348,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,40.0,null,4.0,0.25020674,54,-1.0364948,0.28567899,7,0.083702979,True,2,test,0
180,0.0,129.71348,129.96368,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,-20.0,null,4.0,0.25020674,132,-1.0936714,0.3239412,8,0.089157116,True,0,train,0
181,0.0,129.96368,130.2139,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,10.0,null,4.0,0.25022076,43,-0.95985016,0.11937117,7,0.081889201,True,1,train,0
182,0.0,130.2139,130.46413,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-10.0,null,4.0,0.25022076,103,-0.92000021,0.13730886,8,0.097990404,True,1,train,0
183,0.0,130.46413,130.71435,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,40.0,null,4.0,0.25022076,133,-1.0706663,0.30832118,7,0.058660738,True,0,train,0
184,0.0,130.71435,130.96457,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,40.0,null,4.0,0.25022076,134,-0.87167565,0.23457302,8,0.12148971,True,0,train,1
185,0.0,130.96457,131.21476,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-10.0,null,4.0,0.25019674,65,-1.1041159,0.21748135,7,0.090923803,True,1,train,0
186,0.0,131.21476,131.46496,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,-40.0,null,4.0,0.25019674,135,-1.0685505,0.39543159,8,0.11559795,True,0,train,0
187,0.0,131.46496,131.71516,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,-10.0,null,4.0,0.25019674,136,-0.84917462,0.34339365,7,0.18004516,True,0,train,0
188,0.0,131.71516,131.96535,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,20.0,null,4.0,0.25019674,1,-1.0832596,0.40395196,8,0.12359566,True,1,train,2
189,0.0,131.96535,132.21556,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,10.0,null,4.0,0.25020826,129,-1.1553166,0.21931999,7,0.12155761,True,1,train,2
190,0.0,132.21556,132.46577,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,10.0,null,4.0,0.25020826,137,-1.3771698,0.30255669,8,0.11725225,True,0,train,0
191,0.0,132.46577,132.71598,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-40.0,null,4.0,0.25020826,34,-1.2349204,0.17186581,7,0.096035114,True,1,train,2
192,0.0,132.71598,132.96619,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-10.0,null,4.0,0.25020826,138,-1.1054582,0.1839969,8,0.078820498,True,0,train,2
193,0.0,132.96619,133.21639,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,0.0,null,4.0,0.25020674,139,-1.1320841,0.24211304,7,0.075088472,True,0,train,0
194,0.0,133.21639,133.4666,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-40.0,null,4.0,0.25020674,91,-0.99598353,0.31898315,8,0.13467132,True,1,train,1
195,0.0,133.4666,133.71681,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,30.0,null,4.0,0.25020674,115,-0.94334997,0.34805639,7,0.087177583,True,1,train,2
196,0.0,133.71681,133.96701,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,-20.0,null,4.0,0.25020674,140,-1.0978855,0.34979478,8,0.082620421,True,0,train,0
197,0.0,133.96701,134.21724,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,40.0,null,4.0,0.25022326,141,-1.0133322,0.55006522,7,0.11737189,True,0,train,0
198,0.0,134.21724,134.46746,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-40.0,null,4.0,0.25022326,69,-0.99819219,0.50150999,8,0.10623866,True,1,train,0
199,0.0,134.46746,134.71768,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,40.0,null,4.0,0.25022326,142,-1.1795306,0.51064677,7,0.109021,True,0,train,2
200,0.0,134.71768,134.96791,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,0.0,null,4.0,0.25022326,143,-1.0691724,0.54465277,8,0.10705718,True,0,train,1
201,0.0,134.96791,135.2181,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,10.0,null,4.0,0.25019674,94,-1.0034605,0.28472083,7,0.038854583,True,1,train,0
202,0.0,135.2181,135.4683,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,40.0,null,4.0,0.25019674,3,-0.97655768,0.19020022,8,0.10232154,True,1,train,1
203,0.0,135.4683,135.7185,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,-40.0,null,4.0,0.25019674,109,-1.2206695,0.28931785,7,0.073971766,True,1,train,1
204,0.0,135.7185,135.96869,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,0.0,null,4.0,0.25019674,17,-0.98129224,0.41817152,8,0.077797761,True,1,train,2
205,0.0,135.96869,136.21891,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-20.0,null,4.0,0.25021826,95,-0.78201936,0.36828543,7,0.092165201,True,1,train,0
206,0.0,136.21891,136.46913,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,10.0,null,4.0,0.25021826,144,-0.94090472,0.40901755,8,0.096702858,True,0,train,1
207,0.0,136.46913,136.71935,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,20.0,null,4.0,0.25021826,145,-1.0427934,0.42602138,7,0.084759381,True,0,train,0
208,0.0,136.71935,136.96957,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-20.0,null,4.0,0.25021826,44,-1.0962231,0.42843006,8,0.075723151,True,1,train,2
209,0.0,136.96957,137.21977,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,20.0,null,4.0,0.25019924,1,-1.1322695,0.38360388,7,0.07460307,True,2,test,2
210,0.0,137.21977,137.46997,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,30.0,null,4.0,0.25019924,146,-1.0619649,0.35870704,8,0.076792909,True,0,train,0
211,0.0,137.46997,137.72016,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,40.0,null,4.0,0.25019924,147,-1.1173687,0.36019147,7,0.062082022,True,0,train,2
212,0.0,137.72016,137.97036,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,0.0,null,4.0,0.25019924,148,-1.1191991,0.3876133,8,0.09092021,True,0,train,0
213,0.0,137.97036,138.22059,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-20.0,null,4.0,0.25022326,128,-1.0412137,0.17644558,7,0.073615644,True,1,train,2
214,0.0,138.22059,138.47081,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-40.0,null,4.0,0.25022326,149,-1.0472597,0.3293807,8,0.12809894,True,0,train,2
215,0.0,138.47081,138.72103,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-20.0,null,4.0,0.25022326,95,-1.1198867,0.3038788,7,0.079915659,True,2,test,0
216,0.0,138.72103,138.97126,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-40.0,null,4.0,0.25022326,69,-1.2299814,0.12000863,8,0.13780767,True,2,test,0
217,0.0,138.97126,139.22145,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,10.0,null,4.0,0.25019424,150,-1.0744137,0.43615884,7,0.13221163,True,0,train,1
218,0.0,139.22145,139.47165,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,20.0,null,4.0,0.25019424,151,-1.0562526,0.17189794,8,0.090884605,True,0,train,0
219,0.0,139.47165,139.72184,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-10.0,null,4.0,0.25019424,152,-1.1483899,0.15088204,7,0.092876322,True,0,train,1
220,0.0,139.72184,139.97203,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,10.0,null,4.0,0.25019424,43,-1.1056565,0.26809056,8,0.12585884,True,2,test,0
221,0.0,139.97203,140.22225,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-10.0,null,4.0,0.25022076,153,-1.1119247,0.5067721,7,0.1116586,True,0,train,2
222,0.0,140.22225,140.47248,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,0.0,null,4.0,0.25022076,17,-1.0113284,0.43352454,8,0.11177801,True,2,test,2
223,0.0,140.47248,140.7227,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,40.0,null,4.0,0.25022076,134,-1.1016362,0.38547355,7,0.048895524,True,1,train,1
224,0.0,140.7227,140.97292,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,0.0,null,4.0,0.25022076,154,-0.94997522,0.40111424,8,0.10099348,True,0,train,2
225,0.0,140.97292,141.22311,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,40.0,null,4.0,0.25019674,81,-1.020663,0.36040453,7,0.14306882,True,1,train,1
226,0.0,141.22311,141.47331,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,-30.0,null,4.0,0.25019674,155,-0.93781836,0.357614,8,0.17514299,True,0,train,0
227,0.0,141.47331,141.72351,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,30.0,null,4.0,0.25019674,53,-1.2022003,0.34128108,7,0.075311279,True,1,train,1
228,0.0,141.72351,141.9737,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,40.0,null,4.0,0.25019674,156,-1.1462228,0.3588008,8,0.047425815,True,0,train,2
229,0.0,141.9737,142.22392,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-20.0,null,4.0,0.25021326,98,-1.2206498,0.31789206,7,0.078358047,True,3,train,2
230,0.0,142.22392,142.47413,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-40.0,null,4.0,0.25021326,157,-1.0725464,0.37460445,8,0.10712168,True,0,train,1
231,0.0,142.47413,142.72434,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,0.0,null,4.0,0.25021326,97,-1.0309402,0.33165481,7,0.062202028,True,2,test,0
232,0.0,142.72434,142.97456,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-20.0,null,4.0,0.25021326,158,-0.99807755,0.54704817,8,0.10459724,True,0,train,2
233,0.0,142.97456,143.22476,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,10.0,null,4.0,0.25020674,144,-1.1271757,0.53751423,7,0.079017884,True,1,train,1
234,0.0,143.22476,143.47497,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,0.0,null,4.0,0.25020674,154,-1.2262064,0.63606397,8,0.12826275,True,1,train,2
235,0.0,143.47497,143.72518,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-30.0,null,4.0,0.25020674,73,-1.0850648,0.57711841,7,0.095381298,True,1,train,0
236,0.0,143.72518,143.97538,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,10.0,null,4.0,0.25020674,58,-1.140593,0.38039287,7,0.08671165,True,1,train,0
237,0.0,143.97538,144.22559,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,40.0,null,4.0,0.25020826,159,-1.0551004,0.56044822,7,0.13837583,True,0,train,1
238,0.0,144.22559,144.4758,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,40.0,null,4.0,0.25020826,159,-0.98293135,0.55596956,7,0.087615697,True,1,train,1
239,0.0,144.4758,144.72601,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,-10.0,null,4.0,0.25020826,160,-1.0393674,0.57236652,7,0.063787433,True,0,train,0
240,0.0,144.72601,144.97622,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,10.0,null,4.0,0.25020826,161,-1.0010983,0.62133131,7,0.081197172,True,0,train,2
