stimulus_presentation_id,stimulus_block,start_time,stop_time,color,Dir,Speed,phase,frame,coherence,x_position,stimulus_name,orientation,y_position,temporal_frequency,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1673,0.0,493.6892,493.93941,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,243,,,0,,False,2,test,0
1674,0.0,493.93941,494.18961,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,180,,,0,,False,7,train,0
1675,0.0,494.18961,494.43981,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,184,,,0,,False,4,train,1
1676,0.0,494.43981,494.69002,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,81,,,0,,False,7,train,0
1677,0.0,494.69002,494.94023,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,63,,,0,,False,6,train,1
1678,0.0,494.94023,495.19044,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,171,,,0,,False,5,test,1
1679,0.0,495.19044,495.44064,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,198,,,0,,False,7,train,2
1680,0.0,495.44064,495.69085,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,2,,,0,,False,10,train,1
1681,0.0,495.69085,495.94106,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,178,,,0,,False,2,test,1
1682,0.0,495.94106,496.19127,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,13,,,0,,False,8,test,0
1683,0.0,496.19127,496.44148,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,133,,,0,,False,7,train,0
1684,0.0,496.44148,496.69169,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,32,,,0,,False,6,train,1
1685,0.0,496.69169,496.94189,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,27,,,0,,False,8,test,2
1686,0.0,496.94189,497.1921,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,119,,,0,,False,6,train,2
1687,0.0,497.1921,497.44231,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,233,,,0,,False,6,train,1
1688,0.0,497.44231,497.69251,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,17,,,0,,False,6,train,2
1689,0.0,497.69251,497.94272,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,29,,,0,,False,8,test,2
1690,0.0,497.94272,498.19294,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,47,,,0,,False,10,train,0
1691,0.0,498.19294,498.44315,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,180,,,0,,False,8,test,0
1692,0.0,498.44315,498.69336,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,218,,,0,,False,3,train,2
1693,0.0,498.69336,498.94357,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,149,,,0,,False,7,train,0
1694,0.0,498.94357,499.19379,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,62,,,0,,False,5,test,1
1695,0.0,499.19379,499.44401,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,135,,,0,,False,7,train,2
1696,0.0,499.44401,499.69422,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,61,,,0,,False,5,test,0
1697,0.0,499.69422,499.94443,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,236,,,0,,False,4,train,1
1698,0.0,499.94443,500.19464,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,157,,,0,,False,4,train,1
1699,0.0,500.19464,500.44484,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,160,,,0,,False,11,test,1
1700,0.0,500.44484,500.69505,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,216,,,0,,False,6,train,0
1701,0.0,500.69505,500.94525,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,21,,,0,,False,5,test,0
1702,0.0,500.94525,501.19546,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,6,,,0,,False,6,train,1
1703,0.0,501.19546,501.44567,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,77,,,0,,False,7,train,1
1704,0.0,501.44567,501.69587,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,78,,,0,,False,5,test,0
1705,0.0,501.69587,501.94608,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,50,,,0,,False,9,train,0
1706,0.0,501.94608,502.19629,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,147,,,0,,False,9,train,2
1707,0.0,502.19629,502.4465,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,207,,,0,,False,6,train,0
1708,0.0,502.4465,502.69671,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,150,,,0,,False,6,train,2
1709,0.0,502.69671,502.94692,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,95,,,0,,False,8,test,0
1710,0.0,502.94692,503.19714,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,152,,,0,,False,6,train,1
1711,0.0,503.19714,503.44736,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,67,,,0,,False,6,train,1
1712,0.0,503.44736,503.69757,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,61,,,0,,False,6,train,0
1713,0.0,503.69757,503.94777,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,50,,,0,,False,10,train,0
1714,0.0,503.94777,504.19798,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,124,,,0,,False,9,train,1
1715,0.0,504.19798,504.44818,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,164,,,0,,False,8,test,2
1716,0.0,504.44818,504.69838,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,76,,,0,,False,6,train,1
1717,0.0,504.69838,504.94859,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,211,,,0,,False,8,test,1
1718,0.0,504.94859,505.1988,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,48,,,0,,False,7,train,2
1719,0.0,505.1988,505.449,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,73,,,0,,False,5,test,2
1720,0.0,505.449,505.69921,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,71,,,0,,False,9,train,0
1721,0.0,505.69921,505.94943,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,83,,,0,,False,6,train,1
1722,0.0,505.94943,506.19964,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,221,,,0,,False,5,test,1
1723,0.0,506.19964,506.44985,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,167,,,0,,False,5,test,0
1724,0.0,506.44985,506.70007,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,65,,,0,,False,7,train,1
1725,0.0,506.70007,506.95027,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,20,,,0,,False,7,train,1
1726,0.0,506.95027,507.20048,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,14,,,0,,False,7,train,1
1727,0.0,507.20048,507.45068,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,159,,,0,,False,6,train,0
1728,0.0,507.45068,507.70088,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,44,,,0,,False,6,train,0
1729,0.0,507.70088,507.95109,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,26,,,0,,False,3,train,1
1730,0.0,507.95109,508.2013,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,21,,,0,,False,6,train,0
1731,0.0,508.2013,508.45151,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,181,,,0,,False,8,test,0
1732,0.0,508.45151,508.70172,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,5,,,0,,False,8,test,2
1733,0.0,508.70172,508.95193,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,16,,,0,,False,12,train,2
1734,0.0,508.95193,509.20214,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,176,,,0,,False,7,train,0
1735,0.0,509.20214,509.45235,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,61,,,0,,False,7,train,0
1736,0.0,509.45235,509.70256,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,21,,,0,,False,7,train,0
1737,0.0,509.70256,509.95277,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,151,,,0,,False,8,test,1
1738,0.0,509.95277,510.20298,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,208,,,0,,False,4,train,2
1739,0.0,510.20298,510.45318,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,73,,,0,,False,6,train,2
1740,0.0,510.45318,510.70339,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,159,,,0,,False,7,train,0
1741,0.0,510.70339,510.9536,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,180,,,0,,False,9,train,0
1742,0.0,510.9536,511.20382,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,34,,,0,,False,6,train,2
1743,0.0,511.20382,511.45403,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,91,,,0,,False,6,train,2
1744,0.0,511.45403,511.70424,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,51,,,0,,False,9,train,2
1745,0.0,511.70424,511.95445,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,213,,,0,,False,5,test,2
1746,0.0,511.95445,512.20466,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,58,,,0,,False,7,train,1
1747,0.0,512.20466,512.45486,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,177,,,0,,False,7,train,1
1748,0.0,512.45486,512.70507,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,238,,,0,,False,8,test,2
1749,0.0,512.70507,512.95528,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,94,,,0,,False,9,train,1
1750,0.0,512.95528,513.2055,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,83,,,0,,False,7,train,1
1751,0.0,513.2055,513.45571,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,45,,,0,,False,10,train,2
1752,0.0,513.45571,513.70592,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,170,,,0,,False,6,train,2
1753,0.0,513.70592,513.95613,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,226,,,0,,False,4,train,0
1754,0.0,513.95613,514.20634,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,228,,,0,,False,5,test,0
1755,0.0,514.20634,514.45654,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,191,,,0,,False,4,train,2
1756,0.0,514.45654,514.70675,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,34,,,0,,False,7,train,2
1757,0.0,514.70675,514.95696,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,120,,,0,,False,7,train,1
1758,0.0,514.95696,515.20718,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,59,,,0,,False,3,train,0
1759,0.0,515.20718,515.45739,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,72,,,0,,False,4,train,1
1760,0.0,515.45739,515.7076,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,172,,,0,,False,7,train,2
1761,0.0,515.7076,515.9578,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,177,,,0,,False,8,test,1
1762,0.0,515.9578,516.20801,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,233,,,0,,False,7,train,1
1763,0.0,516.20801,516.45821,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,166,,,0,,False,6,train,2
1764,0.0,516.45821,516.70841,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,81,,,0,,False,8,test,0
1765,0.0,516.70841,516.95862,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,239,,,0,,False,6,train,0
1766,0.0,516.95862,517.20884,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,219,,,0,,False,5,test,2
1767,0.0,517.20884,517.45905,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,200,,,0,,False,7,train,1
1768,0.0,517.45905,517.70926,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,30,,,0,,False,4,train,2
1769,0.0,517.70926,517.95947,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,211,,,0,,False,9,train,1
1770,0.0,517.95947,518.20968,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,3,,,0,,False,6,train,0
1771,0.0,518.20968,518.45988,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,52,,,0,,False,11,test,0
1772,0.0,518.45988,518.71009,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,44,,,0,,False,7,train,0
1773,0.0,518.71009,518.9603,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,145,,,0,,False,8,test,2
1774,0.0,518.9603,519.21052,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,239,,,0,,False,7,train,0
1775,0.0,519.21052,519.46073,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,21,,,0,,False,8,test,0
1776,0.0,519.46073,519.71094,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,185,,,0,,False,7,train,0
1777,0.0,519.71094,519.96115,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,12,,,0,,False,8,test,2
1778,0.0,519.96115,520.21135,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,231,,,0,,False,8,test,0
1779,0.0,520.21135,520.46155,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,218,,,0,,False,4,train,2
1780,0.0,520.46155,520.71176,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,127,,,0,,False,6,train,2
1781,0.0,520.71176,520.96197,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,88,,,0,,False,4,train,2
1782,0.0,520.96197,521.21219,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,194,,,0,,False,8,test,2
1783,0.0,521.21219,521.46241,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,236,,,0,,False,5,test,1
1784,0.0,521.46241,521.71262,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,186,,,0,,False,5,test,1
1785,0.0,521.71262,521.96283,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,151,,,0,,False,9,train,1
1786,0.0,521.96283,522.21303,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,90,,,0,,False,7,train,2
1787,0.0,522.21303,522.46323,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,10,,,0,,False,6,train,1
1788,0.0,522.46323,522.71344,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,79,,,0,,False,7,train,0
1789,0.0,522.71344,522.96365,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,74,,,0,,False,7,train,1
1790,0.0,522.96365,523.21387,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,242,,,0,,False,4,train,1
1791,0.0,523.21387,523.46408,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,98,,,0,,False,7,train,2
1792,0.0,523.46408,523.71429,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,236,,,0,,False,6,train,1
1793,0.0,523.71429,523.96449,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,90,,,0,,False,8,test,2
1794,0.0,523.96449,524.2147,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,11,,,0,,False,6,train,2
1795,0.0,524.2147,524.4649,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,93,,,0,,False,9,train,2
1796,0.0,524.4649,524.7151,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,102,,,0,,False,6,train,0
1797,0.0,524.7151,524.96531,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,42,,,0,,False,7,train,0
1798,0.0,524.96531,525.21553,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,206,,,0,,False,5,test,1
1799,0.0,525.21553,525.46574,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,122,,,0,,False,6,train,2
1800,0.0,525.46574,525.71595,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,88,,,0,,False,5,test,2
1801,0.0,525.71595,525.96616,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,90,,,0,,False,9,train,2
