stimulus_presentation_id,stimulus_block,start_time,stop_time,color,Dir,Speed,phase,frame,coherence,x_position,stimulus_name,orientation,y_position,temporal_frequency,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
130,0.0,107.61664,107.86685,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,74,,,0,,False,1,train,1
131,0.0,107.86685,108.11705,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,5,,,0,,False,1,train,2
132,0.0,108.11705,108.36726,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,103,,,0,,False,0,train,1
133,0.0,108.36726,108.61747,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,104,,,0,,False,0,train,0
134,0.0,108.61747,108.86769,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,105,,,0,,False,0,train,1
135,0.0,108.86769,109.11791,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,52,,,0,,False,1,train,0
136,0.0,109.11791,109.36812,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,106,,,0,,False,0,train,2
137,0.0,109.36812,109.61832,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,107,,,0,,False,0,train,1
138,0.0,109.61832,109.86852,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,108,,,0,,False,0,train,2
139,0.0,109.86852,110.11872,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,109,,,0,,False,0,train,0
140,0.0,110.11872,110.36892,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,37,,,0,,False,1,train,0
141,0.0,110.36892,110.61913,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,110,,,0,,False,0,train,2
142,0.0,110.61913,110.86935,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,111,,,0,,False,0,train,1
143,0.0,110.86935,111.11957,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,112,,,0,,False,0,train,0
144,0.0,111.11957,111.36978,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,113,,,0,,False,0,train,2
145,0.0,111.36978,111.61999,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,114,,,0,,False,0,train,2
146,0.0,111.61999,111.87019,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,31,,,0,,False,2,test,0
147,0.0,111.87019,112.12039,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,29,,,0,,False,1,train,2
148,0.0,112.12039,112.3706,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,115,,,0,,False,0,train,2
149,0.0,112.3706,112.62081,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,116,,,0,,False,0,train,0
150,0.0,112.62081,112.87103,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,23,,,0,,False,1,train,2
151,0.0,112.87103,113.12125,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,117,,,0,,False,0,train,1
152,0.0,113.12125,113.37146,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,114,,,0,,False,1,train,2
153,0.0,113.37146,113.62167,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,113,,,0,,False,1,train,2
154,0.0,113.62167,113.87187,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,61,,,0,,False,2,test,0
155,0.0,113.87187,114.12207,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,118,,,0,,False,0,train,0
156,0.0,114.12207,114.37228,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,1,,,0,,False,1,train,0
157,0.0,114.37228,114.62249,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,119,,,0,,False,0,train,2
158,0.0,114.62249,114.87271,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,73,,,0,,False,3,train,2
159,0.0,114.87271,115.12292,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,26,,,0,,False,1,train,1
160,0.0,115.12292,115.37313,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,120,,,0,,False,0,train,1
161,0.0,115.37313,115.62333,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,121,,,0,,False,0,train,2
162,0.0,115.62333,115.87354,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,122,,,0,,False,0,train,2
163,0.0,115.87354,116.12374,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,28,,,0,,False,1,train,1
164,0.0,116.12374,116.37394,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,123,,,0,,False,0,train,1
165,0.0,116.37394,116.62416,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,124,,,0,,False,0,train,1
166,0.0,116.62416,116.87438,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,29,,,0,,False,2,test,2
167,0.0,116.87438,117.1246,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,125,,,0,,False,0,train,2
168,0.0,117.1246,117.37482,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,23,,,0,,False,2,test,2
169,0.0,117.37482,117.62502,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,126,,,0,,False,0,train,0
170,0.0,117.62502,117.87522,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,122,,,0,,False,1,train,2
171,0.0,117.87522,118.12541,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,107,,,0,,False,1,train,1
172,0.0,118.12541,118.37561,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,127,,,0,,False,0,train,2
173,0.0,118.37561,118.62583,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022431,124,,,0,,False,1,train,1
174,0.0,118.62583,118.87606,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022431,86,,,0,,False,1,train,1
175,0.0,118.87606,119.12628,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022431,128,,,0,,False,0,train,1
176,0.0,119.12628,119.3765,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022431,54,,,0,,False,1,train,0
177,0.0,119.3765,119.6267,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,129,,,0,,False,0,train,1
178,0.0,119.6267,119.8769,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,130,,,0,,False,0,train,1
179,0.0,119.8769,120.12709,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,21,,,0,,False,2,test,0
180,0.0,120.12709,120.37729,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,123,,,0,,False,1,train,1
181,0.0,120.37729,120.6275,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,77,,,0,,False,1,train,1
182,0.0,120.6275,120.87771,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,131,,,0,,False,0,train,2
183,0.0,120.87771,121.12792,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,24,,,0,,False,1,train,2
184,0.0,121.12792,121.37813,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,132,,,0,,False,0,train,0
185,0.0,121.37813,121.62834,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,74,,,0,,False,2,test,1
186,0.0,121.62834,121.87854,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,133,,,0,,False,0,train,0
187,0.0,121.87854,122.12874,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,134,,,0,,False,0,train,0
188,0.0,122.12874,122.37895,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,106,,,0,,False,1,train,2
189,0.0,122.37895,122.62917,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,121,,,0,,False,1,train,2
190,0.0,122.62917,122.87939,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,85,,,0,,False,1,train,2
191,0.0,122.87939,123.1296,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,33,,,0,,False,1,train,0
192,0.0,123.1296,123.37982,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,135,,,0,,False,0,train,2
193,0.0,123.37982,123.63002,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,136,,,0,,False,0,train,2
194,0.0,123.63002,123.88023,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,64,,,0,,False,1,train,0
195,0.0,123.88023,124.13043,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,32,,,0,,False,1,train,1
196,0.0,124.13043,124.38063,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,137,,,0,,False,0,train,2
197,0.0,124.38063,124.63085,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,122,,,0,,False,2,test,2
198,0.0,124.63085,124.88107,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,51,,,0,,False,2,test,2
199,0.0,124.88107,125.13129,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,138,,,0,,False,0,train,0
200,0.0,125.13129,125.38151,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,47,,,0,,False,1,train,0
201,0.0,125.38151,125.63171,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,139,,,0,,False,0,train,0
202,0.0,125.63171,125.88191,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,140,,,0,,False,0,train,2
203,0.0,125.88191,126.1321,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,104,,,0,,False,1,train,0
204,0.0,126.1321,126.3823,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,141,,,0,,False,0,train,1
205,0.0,126.3823,126.63251,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,142,,,0,,False,0,train,0
206,0.0,126.63251,126.88273,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,116,,,0,,False,1,train,0
207,0.0,126.88273,127.13295,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,143,,,0,,False,0,train,2
208,0.0,127.13295,127.38316,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,144,,,0,,False,0,train,1
209,0.0,127.38316,127.63336,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,145,,,0,,False,0,train,2
210,0.0,127.63336,127.88357,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,146,,,0,,False,0,train,0
211,0.0,127.88357,128.13377,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,140,,,0,,False,1,train,2
212,0.0,128.13377,128.38397,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,111,,,0,,False,1,train,1
213,0.0,128.38397,128.63418,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,82,,,0,,False,1,train,0
214,0.0,128.63418,128.8844,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,147,,,0,,False,0,train,2
215,0.0,128.8844,129.13461,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,148,,,0,,False,0,train,2
216,0.0,129.13461,129.38482,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,149,,,0,,False,0,train,0
217,0.0,129.38482,129.63503,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,70,,,0,,False,1,train,2
218,0.0,129.63503,129.88524,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,150,,,0,,False,0,train,2
219,0.0,129.88524,130.13544,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,11,,,0,,False,2,test,2
220,0.0,130.13544,130.38565,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,146,,,0,,False,1,train,0
221,0.0,130.38565,130.63586,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,53,,,0,,False,1,train,0
222,0.0,130.63586,130.88608,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,130,,,0,,False,1,train,1
223,0.0,130.88608,131.1363,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,151,,,0,,False,0,train,1
224,0.0,131.1363,131.38651,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,152,,,0,,False,0,train,1
225,0.0,131.38651,131.63671,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,98,,,0,,False,1,train,2
226,0.0,131.63671,131.88691,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,36,,,0,,False,1,train,2
227,0.0,131.88691,132.13711,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,70,,,0,,False,2,test,2
228,0.0,132.13711,132.38731,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,153,,,0,,False,0,train,0
229,0.0,132.38731,132.63752,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,16,,,0,,False,1,train,2
230,0.0,132.63752,132.88774,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,154,,,0,,False,0,train,1
231,0.0,132.88774,133.13796,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,102,,,0,,False,1,train,0
232,0.0,133.13796,133.38817,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,72,,,0,,False,1,train,1
233,0.0,133.38817,133.63838,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,150,,,0,,False,1,train,2
234,0.0,133.63838,133.88858,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,77,,,0,,False,2,test,1
235,0.0,133.88858,134.13878,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,102,,,0,,False,2,test,0
236,0.0,134.13878,134.38899,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,69,,,0,,False,1,train,0
237,0.0,134.38899,134.6392,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,116,,,0,,False,2,test,0
238,0.0,134.6392,134.88941,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,25,,,0,,False,3,train,2
239,0.0,134.88941,135.13961,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,91,,,0,,False,1,train,2
240,0.0,135.13961,135.38982,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,124,,,0,,False,2,test,1
241,0.0,135.38982,135.64003,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,21,,,0,,False,3,train,0
242,0.0,135.64003,135.89024,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,155,,,0,,False,0,train,1
243,0.0,135.89024,136.14045,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,69,,,0,,False,2,test,0
244,0.0,136.14045,136.39066,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,148,,,0,,False,1,train,2
245,0.0,136.39066,136.64086,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,156,,,0,,False,0,train,0
246,0.0,136.64086,136.89107,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,100,,,0,,False,1,train,2
247,0.0,136.89107,137.14128,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,157,,,0,,False,0,train,1
248,0.0,137.14128,137.39148,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,91,,,0,,False,2,test,2
249,0.0,137.39148,137.64169,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,100,,,0,,False,2,test,2
250,0.0,137.64169,137.89191,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,118,,,0,,False,1,train,0
251,0.0,137.89191,138.14212,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,67,,,0,,False,1,train,1
252,0.0,138.14212,138.39233,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,158,,,0,,False,0,train,2
253,0.0,138.39233,138.64254,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,146,,,0,,False,2,test,0
254,0.0,138.64254,138.89275,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,159,,,0,,False,0,train,0
255,0.0,138.89275,139.14296,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,160,,,0,,False,0,train,1
256,0.0,139.14296,139.39317,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,4,,,0,,False,1,train,0
257,0.0,139.39317,139.64338,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,161,,,0,,False,0,train,2
258,0.0,139.64338,139.89359,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,162,,,0,,False,0,train,0
259,0.0,139.89359,140.14379,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,69,,,0,,False,3,train,0
