stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,color,orientation,frame,temporal_frequency,size,coherence,y_position,spatial_frequency,x_position,stimulus_name,Dir,Speed,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
131,0.0,107.97322,108.22343,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,20.0,gabors,null,null,0.8,0.25020419,111,,,0,,False,0,train,2
132,0.0,108.22343,108.47363,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,0.0,gabors,null,null,0.8,0.25020419,112,,,0,,False,0,train,2
133,0.0,108.47363,108.72385,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25021831,44,,,0,,False,2,test,2
134,0.0,108.72385,108.97407,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-20.0,gabors,null,null,0.8,0.25021831,113,,,0,,False,0,train,2
135,0.0,108.97407,109.22429,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25021831,84,,,0,,False,1,train,2
136,0.0,109.22429,109.47451,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25021831,114,,,0,,False,0,train,1
137,0.0,109.47451,109.72471,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25019919,56,,,0,,False,1,train,1
138,0.0,109.72471,109.9749,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25019919,104,,,0,,False,1,train,2
139,0.0,109.9749,110.2251,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25019919,42,,,0,,False,1,train,1
140,0.0,110.2251,110.4753,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,30.0,gabors,null,null,0.8,0.25019919,115,,,0,,False,0,train,1
141,0.0,110.4753,110.72552,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,116,,,0,,False,0,train,0
142,0.0,110.72552,110.97573,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25021581,117,,,0,,False,0,train,0
143,0.0,110.97573,111.22595,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25021581,20,,,0,,False,1,train,1
144,0.0,111.22595,111.47617,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,10.0,gabors,null,null,0.8,0.25021581,118,,,0,,False,0,train,0
145,0.0,111.47617,111.72637,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,0.0,gabors,null,null,0.8,0.25020169,119,,,0,,False,0,train,2
146,0.0,111.72637,111.97657,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020169,78,,,0,,False,2,test,0
147,0.0,111.97657,112.22677,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,20.0,gabors,null,null,0.8,0.25020169,22,,,0,,False,1,train,1
148,0.0,112.22677,112.47697,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25020169,120,,,0,,False,0,train,2
149,0.0,112.47697,112.72718,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-20.0,gabors,null,null,0.8,0.25020831,121,,,0,,False,0,train,1
150,0.0,112.72718,112.97739,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25020831,122,,,0,,False,0,train,1
151,0.0,112.97739,113.2276,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25020831,53,,,0,,False,1,train,0
152,0.0,113.2276,113.47781,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020831,21,,,0,,False,1,train,1
153,0.0,113.47781,113.72802,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021169,123,,,0,,False,0,train,0
154,0.0,113.72802,113.97823,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,30.0,gabors,null,null,0.8,0.25021169,28,,,0,,False,1,train,0
155,0.0,113.97823,114.22844,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25021169,124,,,0,,False,0,train,2
156,0.0,114.22844,114.47865,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-20.0,gabors,null,null,0.8,0.25021169,125,,,0,,False,0,train,0
157,0.0,114.47865,114.72886,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,126,,,0,,False,0,train,0
158,0.0,114.72886,114.97907,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25021081,5,,,0,,False,1,train,1
159,0.0,114.97907,115.22929,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,0.0,gabors,null,null,0.8,0.25021081,112,,,0,,False,1,train,2
160,0.0,115.22929,115.4795,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,0.0,gabors,null,null,0.8,0.25021081,127,,,0,,False,0,train,1
161,0.0,115.4795,115.7297,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25020669,128,,,0,,False,0,train,0
162,0.0,115.7297,115.97991,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,129,,,0,,False,0,train,1
163,0.0,115.97991,116.23012,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25020669,117,,,0,,False,1,train,0
164,0.0,116.23012,116.48032,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,10.0,gabors,null,null,0.8,0.25020669,130,,,0,,False,0,train,0
165,0.0,116.48032,116.73054,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25021331,11,,,0,,False,1,train,2
166,0.0,116.73054,116.98075,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25021331,1,,,0,,False,1,train,0
167,0.0,116.98075,117.23096,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,131,,,0,,False,0,train,1
168,0.0,117.23096,117.48118,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,30.0,gabors,null,null,0.8,0.25021331,132,,,0,,False,0,train,0
169,0.0,117.48118,117.73138,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25019919,7,,,0,,False,1,train,2
170,0.0,117.73138,117.98157,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25019919,133,,,0,,False,0,train,2
171,0.0,117.98157,118.23177,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25019919,109,,,0,,False,1,train,2
172,0.0,118.23177,118.48197,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25019919,7,,,0,,False,2,test,2
173,0.0,118.48197,118.73219,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,40.0,gabors,null,null,0.8,0.25021831,134,,,0,,False,0,train,2
174,0.0,118.73219,118.98241,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25021831,135,,,0,,False,0,train,1
175,0.0,118.98241,119.23263,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25021831,136,,,0,,False,0,train,1
176,0.0,119.23263,119.48285,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-40.0,gabors,null,null,0.8,0.25021831,64,,,0,,False,2,test,0
177,0.0,119.48285,119.73305,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,137,,,0,,False,0,train,0
178,0.0,119.73305,119.98325,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,138,,,0,,False,0,train,1
179,0.0,119.98325,120.23346,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,10.0,gabors,null,null,0.8,0.25020419,139,,,0,,False,0,train,2
180,0.0,120.23346,120.48366,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25020419,140,,,0,,False,0,train,1
181,0.0,120.48366,120.73387,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020581,141,,,0,,False,0,train,1
182,0.0,120.73387,120.98407,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-10.0,gabors,null,null,0.8,0.25020581,142,,,0,,False,0,train,2
183,0.0,120.98407,121.23428,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25020581,73,,,0,,False,1,train,2
184,0.0,121.23428,121.48449,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25020581,136,,,0,,False,1,train,1
185,0.0,121.48449,121.7347,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,20.0,gabors,null,null,0.8,0.25021419,143,,,0,,False,0,train,2
186,0.0,121.7347,121.98491,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25021419,144,,,0,,False,0,train,2
187,0.0,121.98491,122.23513,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25021419,145,,,0,,False,0,train,2
188,0.0,122.23513,122.48534,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25021419,146,,,0,,False,0,train,0
189,0.0,122.48534,122.73555,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-20.0,gabors,null,null,0.8,0.25020581,39,,,0,,False,1,train,1
190,0.0,122.73555,122.98575,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25020581,147,,,0,,False,0,train,1
191,0.0,122.98575,123.23596,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25020581,11,,,0,,False,2,test,2
192,0.0,123.23596,123.48617,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25020581,85,,,0,,False,1,train,0
193,0.0,123.48617,123.73638,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25020919,58,,,0,,False,1,train,0
194,0.0,123.73638,123.98658,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25020919,148,,,0,,False,0,train,1
195,0.0,123.98658,124.23679,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020919,141,,,0,,False,1,train,1
196,0.0,124.23679,124.487,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,149,,,0,,False,0,train,0
197,0.0,124.487,124.73722,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25022081,42,,,0,,False,2,test,1
198,0.0,124.73722,124.98744,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-30.0,gabors,null,null,0.8,0.25022081,6,,,0,,False,2,test,1
199,0.0,124.98744,125.23767,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25022081,107,,,0,,False,1,train,0
200,0.0,125.23767,125.48789,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25022081,150,,,0,,False,0,train,2
201,0.0,125.48789,125.73809,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25019919,101,,,0,,False,1,train,1
202,0.0,125.73809,125.98828,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-30.0,gabors,null,null,0.8,0.25019919,4,,,0,,False,1,train,0
203,0.0,125.98828,126.23848,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25019919,151,,,0,,False,0,train,1
204,0.0,126.23848,126.48868,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25019919,98,,,0,,False,1,train,1
205,0.0,126.48868,126.7389,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25021831,152,,,0,,False,0,train,1
206,0.0,126.7389,126.98912,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25021831,81,,,0,,False,1,train,0
207,0.0,126.98912,127.23934,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,0.0,gabors,null,null,0.8,0.25021831,153,,,0,,False,0,train,0
208,0.0,127.23934,127.48956,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021831,54,,,0,,False,1,train,2
209,0.0,127.48956,127.73976,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25019919,97,,,0,,False,1,train,2
210,0.0,127.73976,127.98995,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,40.0,gabors,null,null,0.8,0.25019919,154,,,0,,False,0,train,1
211,0.0,127.98995,128.24015,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-10.0,gabors,null,null,0.8,0.25019919,155,,,0,,False,0,train,1
212,0.0,128.24015,128.49035,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25019919,23,,,0,,False,1,train,1
213,0.0,128.49035,128.74057,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,144,,,0,,False,1,train,2
214,0.0,128.74057,128.99078,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,144,,,0,,False,2,test,2
215,0.0,128.99078,129.24099,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,39,,,0,,False,2,test,1
216,0.0,129.24099,129.49121,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25021331,156,,,0,,False,0,train,2
217,0.0,129.49121,129.74141,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,138,,,0,,False,1,train,1
218,0.0,129.74141,129.99161,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,40.0,gabors,null,null,0.8,0.25020419,157,,,0,,False,0,train,0
219,0.0,129.99161,130.24182,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25020419,61,,,0,,False,2,test,1
220,0.0,130.24182,130.49202,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25020419,65,,,0,,False,1,train,1
221,0.0,130.49202,130.74224,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25021331,58,,,0,,False,2,test,0
222,0.0,130.74224,130.99245,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,63,,,0,,False,2,test,1
223,0.0,130.99245,131.24266,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,158,,,0,,False,0,train,2
224,0.0,131.24266,131.49288,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,159,,,0,,False,0,train,2
225,0.0,131.49288,131.74308,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25020419,73,,,0,,False,2,test,2
226,0.0,131.74308,131.99328,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25020419,107,,,0,,False,2,test,0
227,0.0,131.99328,132.24349,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,40.0,gabors,null,null,0.8,0.25020419,69,,,0,,False,1,train,1
228,0.0,132.24349,132.49369,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,141,,,0,,False,2,test,1
229,0.0,132.49369,132.74391,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25021831,160,,,0,,False,0,train,2
230,0.0,132.74391,132.99413,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25021831,52,,,0,,False,1,train,0
231,0.0,132.99413,133.24435,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25021831,106,,,0,,False,1,train,0
232,0.0,133.24435,133.49457,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021831,31,,,0,,False,1,train,0
233,0.0,133.49457,133.74477,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020169,78,,,0,,False,3,train,0
234,0.0,133.74477,133.99497,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020169,80,,,0,,False,1,train,0
235,0.0,133.99497,134.24517,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,30.0,gabors,null,null,0.8,0.25020169,161,,,0,,False,0,train,1
236,0.0,134.24517,134.49537,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-30.0,gabors,null,null,0.8,0.25020169,162,,,0,,False,0,train,2
237,0.0,134.49537,134.74559,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25021331,65,,,0,,False,2,test,1
238,0.0,134.74559,134.9958,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25021331,65,,,0,,False,3,train,1
239,0.0,134.9958,135.24601,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25021331,8,,,0,,False,2,test,0
240,0.0,135.24601,135.49623,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25021331,35,,,0,,False,2,test,1
241,0.0,135.49623,135.74643,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,71,,,0,,False,1,train,1
242,0.0,135.74643,135.99663,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25020419,106,,,0,,False,2,test,0
243,0.0,135.99663,136.24684,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,155,,,0,,False,1,train,1
244,0.0,136.24684,136.49704,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,159,,,0,,False,1,train,2
245,0.0,136.49704,136.74725,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,20.0,gabors,null,null,0.8,0.25021081,143,,,0,,False,1,train,2
246,0.0,136.74725,136.99746,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25021081,14,,,0,,False,1,train,2
247,0.0,136.99746,137.24768,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,10.0,gabors,null,null,0.8,0.25021081,163,,,0,,False,0,train,2
248,0.0,137.24768,137.49789,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,26,,,0,,False,1,train,0
249,0.0,137.49789,137.7481,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,10.0,gabors,null,null,0.8,0.25020919,88,,,0,,False,1,train,0
250,0.0,137.7481,137.9983,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,40.0,gabors,null,null,0.8,0.25020919,164,,,0,,False,0,train,0
251,0.0,137.9983,138.24851,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,47,,,0,,False,1,train,1
252,0.0,138.24851,138.49872,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,158,,,0,,False,1,train,2
253,0.0,138.49872,138.74892,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,20.0,gabors,null,null,0.8,0.25020081,165,,,0,,False,0,train,0
254,0.0,138.74892,138.99912,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-10.0,gabors,null,null,0.8,0.25020081,41,,,0,,False,1,train,2
255,0.0,138.99912,139.24933,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25020081,97,,,0,,False,2,test,2
256,0.0,139.24933,139.49953,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,30.0,gabors,null,null,0.8,0.25020081,95,,,0,,False,1,train,1
257,0.0,139.49953,139.74974,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25021169,166,,,0,,False,0,train,2
258,0.0,139.74974,139.99995,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-10.0,gabors,null,null,0.8,0.25021169,167,,,0,,False,0,train,1
259,0.0,139.99995,140.25016,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021169,62,,,0,,False,1,train,1
260,0.0,140.25016,140.50037,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021169,120,,,0,,False,1,train,2
