stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,y_position,spatial_frequency,size,x_position,color,frame,Speed,stimulus_name,coherence,orientation,temporal_frequency,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3332,0.0,902.58923,902.83944,null,-40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,42,,,0,,False,14,test,2
3333,0.0,902.83944,903.08965,null,-40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,4,,,0,,False,13,train,2
3334,0.0,903.08965,903.33985,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,182,,,0,,False,14,test,2
3335,0.0,903.33985,903.59005,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,173,,,0,,False,12,train,0
3336,0.0,903.59005,903.84026,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,102,,,0,,False,14,test,0
3337,0.0,903.84026,904.09047,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,225,,,0,,False,13,train,0
3338,0.0,904.09047,904.34068,null,-20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,32,,,0,,False,13,train,1
3339,0.0,904.34068,904.5909,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,90,,,0,,False,11,test,0
3340,0.0,904.5909,904.84111,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,5,,,0,,False,14,test,1
3341,0.0,904.84111,905.09131,null,-20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,135,,,0,,False,13,train,2
3342,0.0,905.09131,905.34151,null,-30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,84,,,0,,False,13,train,2
3343,0.0,905.34151,905.59172,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,192,,,0,,False,14,test,1
3344,0.0,905.59172,905.84192,null,20.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,242,,,0,,False,14,test,1
3345,0.0,905.84192,906.09214,null,-40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,139,,,0,,False,14,test,0
3346,0.0,906.09214,906.34235,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,171,,,0,,False,12,train,2
3347,0.0,906.34235,906.59257,null,-20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,138,,,0,,False,13,train,0
3348,0.0,906.59257,906.84279,null,0.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,11,,,0,,False,14,test,0
3349,0.0,906.84279,907.093,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,95,,,0,,False,13,train,0
3350,0.0,907.093,907.34321,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,81,,,0,,False,13,train,2
3351,0.0,907.34321,907.59343,null,10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,220,,,0,,False,13,train,0
3352,0.0,907.59343,907.84364,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,141,,,0,,False,12,train,2
3353,0.0,907.84364,908.09384,null,-20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,105,,,0,,False,11,test,2
3354,0.0,908.09384,908.34404,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,189,,,0,,False,12,train,2
3355,0.0,908.34404,908.59425,null,-20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,158,,,0,,False,14,test,1
3356,0.0,908.59425,908.84445,null,20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,36,,,0,,False,12,train,1
3357,0.0,908.84445,909.09466,null,10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,200,,,0,,False,12,train,2
3358,0.0,909.09466,909.34486,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,146,,,0,,False,14,test,2
3359,0.0,909.34486,909.59506,null,10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,38,,,0,,False,14,test,1
3360,0.0,909.59506,909.84527,null,40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,7,,,0,,False,13,train,1
3361,0.0,909.84527,910.09548,null,30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,9,,,0,,False,10,train,0
3362,0.0,910.09548,910.3457,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,165,,,0,,False,14,test,1
3363,0.0,910.3457,910.59592,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,181,,,0,,False,9,train,1
3364,0.0,910.59592,910.84613,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,90,,,0,,False,12,train,0
3365,0.0,910.84613,911.09634,null,40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,8,,,0,,False,13,train,2
3366,0.0,911.09634,911.34655,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,234,,,0,,False,14,test,2
3367,0.0,911.34655,911.59676,null,-20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,138,,,0,,False,14,test,0
3368,0.0,911.59676,911.84697,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,30,,,0,,False,13,train,0
3369,0.0,911.84697,912.09718,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,195,,,0,,False,11,test,1
3370,0.0,912.09718,912.34739,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,28,,,0,,False,14,test,2
3371,0.0,912.34739,912.5976,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,199,,,0,,False,14,test,0
3372,0.0,912.5976,912.84781,null,30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,9,,,0,,False,11,test,0
3373,0.0,912.84781,913.09801,null,40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,132,,,0,,False,14,test,0
3374,0.0,913.09801,913.34821,null,-40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,89,,,0,,False,13,train,0
3375,0.0,913.34821,913.59842,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,121,,,0,,False,14,test,0
3376,0.0,913.59842,913.84862,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,173,,,0,,False,13,train,0
3377,0.0,913.84862,914.09883,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,35,,,0,,False,14,test,1
3378,0.0,914.09883,914.34905,null,40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,180,,,0,,False,13,train,2
3379,0.0,914.34905,914.59927,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,143,,,0,,False,13,train,0
3380,0.0,914.59927,914.84948,null,0.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,207,,,0,,False,13,train,2
3381,0.0,914.84948,915.09969,null,30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,177,,,0,,False,13,train,2
3382,0.0,915.09969,915.3499,null,10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,57,,,0,,False,14,test,2
3383,0.0,915.3499,915.60011,null,10.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,129,,,0,,False,12,train,0
3384,0.0,915.60011,915.85032,null,0.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,97,,,0,,False,14,test,2
3385,0.0,915.85032,916.10053,null,-30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,77,,,0,,False,14,test,1
3386,0.0,916.10053,916.35073,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,137,,,0,,False,13,train,1
3387,0.0,916.35073,916.60094,null,-30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,128,,,0,,False,14,test,2
3388,0.0,916.60094,916.85115,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,21,,,0,,False,14,test,0
3389,0.0,916.85115,917.10136,null,30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,227,,,0,,False,14,test,2
3390,0.0,917.10136,917.35156,null,-20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,140,,,0,,False,13,train,2
3391,0.0,917.35156,917.60177,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,149,,,0,,False,13,train,2
3392,0.0,917.60177,917.85198,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,59,,,0,,False,13,train,2
3393,0.0,917.85198,918.10219,null,40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,18,,,0,,False,13,train,0
3394,0.0,918.10219,918.3524,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,118,,,0,,False,14,test,2
3395,0.0,918.3524,918.60261,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,188,,,0,,False,13,train,1
3396,0.0,918.60261,918.85282,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,186,,,0,,False,14,test,0
3397,0.0,918.85282,919.10303,null,-40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,172,,,0,,False,13,train,0
3398,0.0,919.10303,919.35324,null,40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,18,,,0,,False,14,test,0
3399,0.0,919.35324,919.60346,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,143,,,0,,False,14,test,0
3400,0.0,919.60346,919.85367,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,243,,,0,,False,11,test,2
3401,0.0,919.85367,920.10388,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,109,,,0,,False,14,test,0
3402,0.0,920.10388,920.35408,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,6,,,0,,False,14,test,2
3403,0.0,920.35408,920.60429,null,30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,208,,,0,,False,12,train,1
3404,0.0,920.60429,920.8545,null,30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,177,,,0,,False,14,test,2
3405,0.0,920.8545,921.10471,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,197,,,0,,False,13,train,1
3406,0.0,921.10471,921.35492,null,40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,126,,,0,,False,12,train,0
3407,0.0,921.35492,921.60513,null,-40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,240,,,0,,False,12,train,1
3408,0.0,921.60513,921.85534,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,239,,,0,,False,12,train,1
3409,0.0,921.85534,922.10554,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,243,,,0,,False,12,train,2
3410,0.0,922.10554,922.35575,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,202,,,0,,False,14,test,2
3411,0.0,922.35575,922.60596,null,0.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,159,,,0,,False,10,train,0
3412,0.0,922.60596,922.85616,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,189,,,0,,False,13,train,2
3413,0.0,922.85616,923.10638,null,30.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,169,,,0,,False,14,test,2
3414,0.0,923.10638,923.35659,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,239,,,0,,False,13,train,1
3415,0.0,923.35659,923.6068,null,-10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,25,,,0,,False,14,test,1
3416,0.0,923.6068,923.85702,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,195,,,0,,False,12,train,1
3417,0.0,923.85702,924.10722,null,-10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,223,,,0,,False,13,train,0
3418,0.0,924.10722,924.35743,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,136,,,0,,False,14,test,1
3419,0.0,924.35743,924.60764,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,170,,,0,,False,13,train,2
3420,0.0,924.60764,924.85784,null,10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,12,,,0,,False,14,test,1
3421,0.0,924.85784,925.10805,null,20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,36,,,0,,False,13,train,1
3422,0.0,925.10805,925.35825,null,30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,49,,,0,,False,14,test,1
3423,0.0,925.35825,925.60846,null,-40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,89,,,0,,False,14,test,0
3424,0.0,925.60846,925.85867,null,30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,9,,,0,,False,12,train,0
3425,0.0,925.85867,926.10888,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,31,,,0,,False,14,test,2
3426,0.0,926.10888,926.35909,null,0.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,233,,,0,,False,14,test,2
3427,0.0,926.35909,926.60931,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,81,,,0,,False,14,test,2
3428,0.0,926.60931,926.85952,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,83,,,0,,False,13,train,0
3429,0.0,926.85952,927.10973,null,20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,133,,,0,,False,13,train,2
3430,0.0,927.10973,927.35994,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,131,,,0,,False,14,test,1
3431,0.0,927.35994,927.61015,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,206,,,0,,False,14,test,1
3432,0.0,927.61015,927.86036,null,10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,220,,,0,,False,14,test,0
3433,0.0,927.86036,928.11056,null,-20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,219,,,0,,False,11,test,0
3434,0.0,928.11056,928.36077,null,10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,94,,,0,,False,13,train,0
3435,0.0,928.36077,928.61098,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,237,,,0,,False,14,test,1
3436,0.0,928.61098,928.86118,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,176,,,0,,False,12,train,1
3437,0.0,928.86118,929.1114,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,210,,,0,,False,12,train,2
3438,0.0,929.1114,929.36161,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,243,,,0,,False,13,train,2
3439,0.0,929.36161,929.61182,null,-10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,23,,,0,,False,14,test,0
3440,0.0,929.61182,929.86204,null,30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,60,,,0,,False,12,train,1
3441,0.0,929.86204,930.11224,null,0.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,159,,,0,,False,11,test,0
3442,0.0,930.11224,930.36245,null,30.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,162,,,0,,False,13,train,1
3443,0.0,930.36245,930.61266,null,-10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,10,,,0,,False,14,test,2
3444,0.0,930.61266,930.86286,null,40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,180,,,0,,False,14,test,2
3445,0.0,930.86286,931.11307,null,-30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,87,,,0,,False,14,test,0
3446,0.0,931.11307,931.36327,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,224,,,0,,False,12,train,0
3447,0.0,931.36327,931.61348,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,183,,,0,,False,14,test,0
3448,0.0,931.61348,931.86369,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,123,,,0,,False,14,test,2
3449,0.0,931.86369,932.1139,null,-10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,91,,,0,,False,13,train,2
3450,0.0,932.1139,932.36411,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,59,,,0,,False,14,test,2
3451,0.0,932.36411,932.61433,null,-20.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,241,,,0,,False,14,test,0
3452,0.0,932.61433,932.86454,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,30,,,0,,False,14,test,0
3453,0.0,932.86454,933.11476,null,-20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,105,,,0,,False,12,train,2
3454,0.0,933.11476,933.36497,null,10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,39,,,0,,False,13,train,2
3455,0.0,933.36497,933.61518,null,10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,116,,,0,,False,12,train,0
3456,0.0,933.61518,933.8654,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021464,100,,,0,,False,13,train,1
3457,0.0,933.8654,934.1156,null,-10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,96,,,0,,False,14,test,0
3458,0.0,934.1156,934.3658,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,149,,,0,,False,14,test,2
3459,0.0,934.3658,934.61601,null,20.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,48,,,0,,False,14,test,0
3460,0.0,934.61601,934.86621,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,78,,,0,,False,12,train,1
