stimulus_presentation_id,stimulus_block,start_time,stop_time,color,orientation,contrast,spatial_frequency,frame,stimulus_name,size,temporal_frequency,x_position,y_position,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2826,0.0,785.66009,785.91029,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,216,0.67548926,-0.17709418,8,0.17294243,True,10,train,1
2827,0.0,785.91029,786.16049,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,99,0.1305222,-0.18388439,7,0.22756189,True,10,train,1
2828,0.0,786.16049,786.4107,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,37,0.3553985,-0.35387591,8,0.1592919,True,7,train,1
2829,0.0,786.4107,786.66091,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,8,0.23368719,-0.19423144,7,0.12444656,True,14,test,0
2830,0.0,786.66091,786.91112,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,190,0.28324917,-0.30921031,5,0.11611455,True,11,test,1
2831,0.0,786.91112,787.16133,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,98,0.52723676,0.26090995,7,0.23267615,True,10,train,1
2832,0.0,787.16133,787.41154,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,4,0.3925108,-0.055232164,8,0.29635518,True,14,test,1
2833,0.0,787.41154,787.66175,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020794,223,0.30700166,-0.34876617,7,0.17721506,True,9,train,2
2834,0.0,787.66175,787.91196,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020794,230,-0.032612799,-0.25446177,8,0.22736851,True,12,train,2
2835,0.0,787.91196,788.16217,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,57,0.16397046,-0.13372765,7,0.19539426,True,11,test,0
2836,0.0,788.16217,788.41238,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,173,-0.038703587,-0.24481931,8,0.28347916,True,11,test,2
2837,0.0,788.41238,788.66259,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021456,228,-0.37848932,-0.71959769,7,0.21281397,True,12,train,2
2838,0.0,788.66259,788.91281,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25021456,192,-0.25094568,-0.83255002,8,0.21423741,True,10,train,2
2839,0.0,788.91281,789.16302,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,40.0,"[3644.93333333, 3644.93333333]",0.25021456,201,0.25629961,-0.57330295,7,0.24548676,True,11,test,0
2840,0.0,789.16302,789.41323,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,108,0.52371976,-0.5132647,8,0.23852129,True,11,test,2
2841,0.0,789.41323,789.66344,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020294,106,0.28211874,-0.4992138,7,0.20480538,True,13,train,0
2842,0.0,789.66344,789.91364,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,67,0.98983157,2.3354747,5,1.3755441,True,11,test,0
2843,0.0,789.91364,790.16384,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,53,1.0710536,2.3494009,7,0.16283393,True,13,train,1
2844,0.0,790.16384,790.41405,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,5,0.85020585,2.0197905,8,0.24918354,True,12,train,1
2845,0.0,790.41405,790.66426,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020956,241,0.58364015,1.6521054,7,0.26089459,True,6,train,1
2846,0.0,790.66426,790.91447,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020956,161,0.43889048,1.5751182,8,0.26539479,True,11,test,0
2847,0.0,790.91447,791.16467,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020956,83,0.46338872,1.6104957,7,0.21964677,True,10,train,1
2848,0.0,791.16467,791.41488,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020956,161,0.67566475,1.5648178,8,0.23339111,True,12,train,0
2849,0.0,791.41488,791.66509,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,10.0,"[3644.93333333, 3644.93333333]",0.25020794,213,0.33837074,1.3184449,7,0.1719867,True,13,train,2
2850,0.0,791.66509,791.9153,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020794,162,0.45643862,1.6767341,8,0.20797475,True,13,train,0
2851,0.0,791.9153,792.16551,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,10.0,"[3644.93333333, 3644.93333333]",0.25020794,204,0.34527092,1.4690313,7,0.19059118,True,11,test,2
2852,0.0,792.16551,792.41572,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,30.0,"[3644.93333333, 3644.93333333]",0.25020794,36,0.35826429,1.1014881,8,0.18063015,True,11,test,2
2853,0.0,792.41572,792.66593,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021456,67,0.13735513,1.0022702,7,0.14039458,True,12,train,0
2854,0.0,792.66593,792.91615,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,30.0,"[3644.93333333, 3644.93333333]",0.25021456,134,0.14648983,1.2483485,8,0.23153942,True,10,train,2
2855,0.0,792.91615,793.16636,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,24,0.35784365,1.5321873,7,0.18057288,True,10,train,1
2856,0.0,793.16636,793.41657,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,121,0.15298502,0.10142153,8,0.80825798,True,12,train,0
2857,0.0,793.41657,793.66678,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,218,-0.74992934,-1.2107103,7,0.40895942,True,12,train,2
2858,0.0,793.66678,793.91699,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,3,-0.99903616,-1.3841399,8,0.25995764,True,11,test,1
2859,0.0,793.91699,794.16719,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,44,-1.1615247,-1.481259,7,0.16298045,True,7,train,2
2860,0.0,794.16719,794.4174,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020544,112,-1.2009055,-1.3652584,8,0.11931671,True,13,train,1
2861,0.0,794.4174,794.66761,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021706,46,-1.2893703,-1.5102953,7,0.17582981,True,9,train,2
2862,0.0,794.66761,794.91783,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25021706,210,-1.4292896,-1.1720307,5,0.68119069,True,13,train,0
2863,0.0,794.91783,795.16805,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021706,188,-0.50151742,-0.26706539,7,0.36290261,True,10,train,1
2864,0.0,795.16805,795.41826,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25021706,192,-0.47975209,-0.5808532,8,0.10869088,True,11,test,2
2865,0.0,795.41826,795.66846,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,148,-0.46869171,-0.67206736,7,0.23349845,True,10,train,1
2866,0.0,795.66846,795.91867,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25020044,172,-0.64249036,-0.74123795,8,0.21969671,True,12,train,2
2867,0.0,795.91867,796.16887,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020044,49,-0.85830835,-0.95344148,7,0.24848495,True,11,test,1
2868,0.0,796.16887,796.41907,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020044,73,-0.75099799,-0.95537963,8,0.15498758,True,11,test,1
2869,0.0,796.41907,796.66928,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,144,-0.8445994,-0.97619264,7,0.18520586,True,10,train,1
2870,0.0,796.66928,796.9195,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25021456,16,-0.94650747,-0.9638901,8,0.13061534,True,11,test,0
2871,0.0,796.9195,797.16971,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,20.0,"[3644.93333333, 3644.93333333]",0.25021456,13,-0.83346881,-1.1825194,7,0.13359693,True,10,train,1
2872,0.0,797.16971,797.41992,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,207,-0.84877088,-1.2540315,8,0.16742186,True,12,train,0
2873,0.0,797.41992,797.67013,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,224,-0.82313649,-1.0516172,7,0.17697006,True,11,test,2
2874,0.0,797.67013,797.92033,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,125,-0.87700734,-1.108522,8,0.2192016,True,10,train,1
2875,0.0,797.92033,798.17053,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,125,-0.97316141,-1.1376776,7,0.16774816,True,11,test,1
2876,0.0,798.17053,798.42074,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020294,79,-1.0110004,-1.0327313,8,0.22280051,True,11,test,0
2877,0.0,798.42074,798.67095,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021706,78,-1.154086,-0.90035632,7,0.16581741,True,9,train,0
2878,0.0,798.67095,798.92117,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,179,-0.85042402,-1.1048849,8,0.20769142,True,9,train,0
2879,0.0,798.92117,799.17139,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,191,-0.97570816,-1.1535456,7,0.1636021,True,12,train,1
2880,0.0,799.17139,799.4216,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021706,32,-1.1326165,-1.1609494,5,0.17395574,True,12,train,0
2881,0.0,799.4216,799.6718,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25020044,96,-1.1211973,-1.2437377,7,0.10791199,True,10,train,0
2882,0.0,799.6718,799.92201,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020044,238,-1.1332595,-1.2003569,7,0.097107109,True,10,train,2
2883,0.0,799.92201,800.17221,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020044,226,-0.28973553,-0.00013579332,5,0.21397621,True,11,test,2
2884,0.0,800.17221,800.42241,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020044,238,-0.45693055,-0.5423553,8,0.33616657,True,11,test,2
2885,0.0,800.42241,800.67263,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021956,30,-0.45467255,-0.77981938,7,0.24508091,True,11,test,1
2886,0.0,800.67263,800.92285,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,20.0,"[3644.93333333, 3644.93333333]",0.25021956,63,-0.47938088,-0.95695521,8,0.18759163,True,10,train,1
2887,0.0,800.92285,801.17306,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021956,26,-0.63445998,-0.74818737,7,0.21271865,True,13,train,0
2888,0.0,801.17306,801.42328,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021956,183,-0.4821721,-0.63737207,8,0.16103617,True,8,test,1
2889,0.0,801.42328,801.67348,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,10.0,"[3644.93333333, 3644.93333333]",0.25019794,72,-0.64819108,-0.64038467,7,0.15930469,True,10,train,0
2890,0.0,801.67348,801.92368,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25019794,79,-0.35179876,-0.89862165,8,1.200412,True,12,train,0
2891,0.0,801.92368,802.17388,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.25019794,188,0.021569423,0.34080217,7,0.1652784,True,11,test,1
2892,0.0,802.17388,802.42408,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25019794,224,-0.41023674,-0.38915971,8,0.31749216,True,12,train,2
2893,0.0,802.42408,802.67429,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,85,-0.42598867,-0.66952877,7,0.17253759,True,11,test,1
2894,0.0,802.67429,802.92451,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021456,158,-0.38272981,-0.78255775,7,0.21524108,True,12,train,2
2895,0.0,802.92451,803.17472,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25021456,180,-0.15749966,-0.76866012,7,0.19086727,True,10,train,0
2896,0.0,803.17472,803.42493,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,237,-0.46150739,-0.72271368,7,0.21301154,True,7,train,2
2897,0.0,803.42493,803.67514,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,23,-0.28767707,-0.6878208,7,0.17979037,True,14,test,1
2898,0.0,803.67514,803.92535,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,44,-0.62307557,-0.91184717,7,0.15248573,True,8,test,2
2899,0.0,803.92535,804.17555,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,114,-0.49792805,-0.90541015,8,0.19790892,True,11,test,2
2900,0.0,804.17555,804.42576,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,216,-0.36476798,-0.83292102,7,0.1633312,True,11,test,1
2901,0.0,804.42576,804.67597,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,0.0,"[3644.93333333, 3644.93333333]",0.25021206,47,-0.52980363,-0.94268374,8,0.17138562,True,9,train,2
2902,0.0,804.67597,804.92618,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,190,-0.81817721,-1.1247585,7,0.16632269,True,12,train,1
2903,0.0,804.92618,805.17639,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,143,-0.6479856,-0.94574377,8,0.1971162,True,10,train,1
2904,0.0,805.17639,805.4266,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,217,-0.8069285,-0.6933517,7,0.18386006,True,11,test,2
2905,0.0,805.4266,805.67681,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,57,-0.74473723,-1.021657,8,0.18452561,True,12,train,0
2906,0.0,805.67681,805.92702,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,11,-0.72443162,-1.1958172,7,0.19092441,True,9,train,0
2907,0.0,805.92702,806.17722,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020544,108,-0.76994773,-1.049565,8,0.18367567,True,12,train,2
2908,0.0,806.17722,806.42743,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,181,-1.0173439,-1.1438867,7,0.16034486,True,13,train,1
2909,0.0,806.42743,806.67764,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,105,-0.80971599,-0.9815709,8,0.21640629,True,13,train,2
2910,0.0,806.67764,806.92785,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25021206,153,-0.71721595,-0.8425627,7,0.26093229,True,12,train,2
2911,0.0,806.92785,807.17806,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,43,-0.42533813,-0.71772866,8,0.2611982,True,11,test,0
2912,0.0,807.17806,807.42827,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,212,-0.48745465,-0.70024725,7,0.18492076,True,11,test,2
2913,0.0,807.42827,807.67848,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,30.0,"[3644.93333333, 3644.93333333]",0.25021044,12,-0.68860006,-0.80415334,8,0.17951841,True,9,train,1
2914,0.0,807.67848,807.9287,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021044,229,-0.74474559,-1.1012828,7,0.16215638,True,9,train,1
2915,0.0,807.9287,808.17891,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021044,183,-0.51619833,-0.95547093,8,0.10529133,True,9,train,1
2916,0.0,808.17891,808.42912,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021044,114,-0.72163347,-1.0113359,7,0.15090229,True,12,train,2
2917,0.0,808.42912,808.67932,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25020706,186,-0.85729854,-0.86447265,8,0.1715179,True,11,test,1
2918,0.0,808.67932,808.92953,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020706,127,-0.77836412,-0.98046423,7,0.22762026,True,14,test,1
2919,0.0,808.92953,809.17974,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020706,175,-0.78668928,-0.89056086,8,0.13495068,True,12,train,2
2920,0.0,809.17974,809.42994,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020706,86,-0.77656139,-0.93373295,7,0.17981283,True,11,test,2
2921,0.0,809.42994,809.68015,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,30.0,"[3644.93333333, 3644.93333333]",0.25020794,50,-0.7176816,-0.91149742,8,0.12461494,True,11,test,2
2922,0.0,809.68015,809.93036,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,177,-0.62144507,-0.8941554,7,0.11341369,True,12,train,0
2923,0.0,809.93036,810.18057,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020794,154,-0.74858532,-0.94977444,8,0.24125393,True,10,train,2
2924,0.0,810.18057,810.43078,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020794,21,-0.74209531,-1.247055,7,0.18616703,True,12,train,0
2925,0.0,810.43078,810.68099,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,43,-0.50607148,-1.0558695,8,0.1148335,True,12,train,0
2926,0.0,810.68099,810.9312,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,67,-0.32564922,-0.90808415,7,0.34058578,True,13,train,0
2927,0.0,810.9312,811.18141,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,137,-0.49421763,-1.1637417,8,0.17136468,True,8,test,1
2928,0.0,811.18141,811.43162,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,82,-0.46364156,-1.0014089,7,0.15776408,True,13,train,2
2929,0.0,811.43162,811.68183,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,133,-0.78550483,-0.75078383,8,0.13275056,True,10,train,1
2930,0.0,811.68183,811.93204,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,170,-0.82440886,-0.72123735,7,0.20077514,True,13,train,0
2931,0.0,811.93204,812.18224,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,153,-0.49102785,-0.87692302,8,0.16904424,True,13,train,2
2932,0.0,812.18224,812.43245,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,66,-0.72431994,-0.68866267,7,0.12698198,True,13,train,0
2933,0.0,812.43245,812.68266,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,135,-0.60359364,-0.8253493,8,0.22121665,True,14,test,0
2934,0.0,812.68266,812.93288,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,10.0,"[3644.93333333, 3644.93333333]",0.25021706,83,-0.73584106,-0.79358542,7,0.15228112,True,11,test,1
2935,0.0,812.93288,813.1831,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25021706,192,-0.58544825,-0.84364228,8,0.19031993,True,12,train,2
2936,0.0,813.1831,813.43331,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021706,133,-0.61277585,-0.62645473,7,0.21843825,True,11,test,1
2937,0.0,813.43331,813.68351,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,164,-0.76160103,-0.60282939,8,0.56159069,True,12,train,0
2938,0.0,813.68351,813.93372,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020044,122,0.10234542,0.21189384,7,0.58370838,True,11,test,1
2939,0.0,813.93372,814.18392,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,144,-0.1412788,-0.20701556,8,0.19686204,True,11,test,1
2940,0.0,814.18392,814.43412,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020044,57,-0.33465536,-0.13076416,7,0.13646095,True,13,train,0
2941,0.0,814.43412,814.68433,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,163,-0.43992284,-0.26605636,8,0.19892228,True,13,train,2
2942,0.0,814.68433,814.93454,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,98,-0.36176636,-0.38168169,7,0.46673694,True,11,test,1
