stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,temporal_frequency,phase,frame,y_position,contrast,size,orientation,color,x_position,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3146,0.0,871.64361,871.89381,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020308,147,,,0,,False,12,train,1
3147,0.0,871.89381,872.14401,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020308,136,,,0,,False,13,train,1
3148,0.0,872.14401,872.39422,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020308,157,,,0,,False,12,train,0
3149,0.0,872.39422,872.64442,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020692,7,,,0,,False,10,train,0
3150,0.0,872.64442,872.89463,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020692,36,,,0,,False,14,test,0
3151,0.0,872.89463,873.14484,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020692,135,,,0,,False,12,train,2
3152,0.0,873.14484,873.39504,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020692,18,,,0,,False,13,train,2
3153,0.0,873.39504,873.64525,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021058,64,,,0,,False,11,test,0
3154,0.0,873.64525,873.89547,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021058,40,,,0,,False,13,train,2
3155,0.0,873.89547,874.14568,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021058,234,,,0,,False,14,test,2
3156,0.0,874.14568,874.39589,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021058,109,,,0,,False,12,train,2
3157,0.0,874.39589,874.64609,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020692,221,,,0,,False,12,train,1
3158,0.0,874.64609,874.8963,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020692,74,,,0,,False,12,train,1
3159,0.0,874.8963,875.14651,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020692,83,,,0,,False,14,test,1
3160,0.0,875.14651,875.39671,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020692,108,,,0,,False,12,train,0
3161,0.0,875.39671,875.64692,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020808,185,,,0,,False,12,train,2
3162,0.0,875.64692,875.89713,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020808,208,,,0,,False,12,train,0
3163,0.0,875.89713,876.14734,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020808,107,,,0,,False,11,test,0
3164,0.0,876.14734,876.39755,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020808,13,,,0,,False,13,train,1
3165,0.0,876.39755,876.64777,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25022442,133,,,0,,False,11,test,1
3166,0.0,876.64777,876.898,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25022442,235,,,0,,False,12,train,1
3167,0.0,876.898,877.14822,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25022442,203,,,0,,False,10,train,1
3168,0.0,877.14822,877.39844,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25022442,215,,,0,,False,12,train,0
3169,0.0,877.39844,877.64864,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25019558,124,,,0,,False,12,train,0
3170,0.0,877.64864,877.89884,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25019558,171,,,0,,False,12,train,1
3171,0.0,877.89884,878.14903,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25019558,91,,,0,,False,11,test,0
3172,0.0,878.14903,878.39923,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25019558,61,,,0,,False,13,train,0
3173,0.0,878.39923,878.64944,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,34,,,0,,False,11,test,2
3174,0.0,878.64944,878.89965,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021192,238,,,0,,False,14,test,0
3175,0.0,878.89965,879.14986,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021192,111,,,0,,False,10,train,0
3176,0.0,879.14986,879.40007,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021192,113,,,0,,False,13,train,0
3177,0.0,879.40007,879.65028,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020808,112,,,0,,False,12,train,0
3178,0.0,879.65028,879.90049,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020808,202,,,0,,False,14,test,0
3179,0.0,879.90049,880.1507,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020808,159,,,0,,False,10,train,1
3180,0.0,880.1507,880.40091,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020808,89,,,0,,False,10,train,2
3181,0.0,880.40091,880.65112,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020942,54,,,0,,False,13,train,2
3182,0.0,880.65112,880.90133,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020942,70,,,0,,False,12,train,0
3183,0.0,880.90133,881.15153,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020942,175,,,0,,False,11,test,0
3184,0.0,881.15153,881.40174,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020942,226,,,0,,False,13,train,0
3185,0.0,881.40174,881.65195,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020558,170,,,0,,False,10,train,0
3186,0.0,881.65195,881.90216,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020558,48,,,0,,False,11,test,1
3187,0.0,881.90216,882.15236,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,115,,,0,,False,13,train,2
3188,0.0,882.15236,882.40257,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020558,171,,,0,,False,13,train,1
3189,0.0,882.40257,882.65279,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021942,37,,,0,,False,9,train,2
3190,0.0,882.65279,882.90301,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021942,201,,,0,,False,13,train,2
3191,0.0,882.90301,883.15322,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021942,1,,,0,,False,13,train,1
3192,0.0,883.15322,883.40344,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021942,190,,,0,,False,12,train,2
3193,0.0,883.40344,883.65364,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25019808,179,,,0,,False,13,train,1
3194,0.0,883.65364,883.90384,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25019808,167,,,0,,False,13,train,1
3195,0.0,883.90384,884.15404,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25019808,120,,,0,,False,10,train,2
3196,0.0,884.15404,884.40424,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25019808,173,,,0,,False,14,test,1
3197,0.0,884.40424,884.65445,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021442,235,,,0,,False,13,train,1
3198,0.0,884.65445,884.90467,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021442,219,,,0,,False,13,train,1
3199,0.0,884.90467,885.15488,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021442,236,,,0,,False,11,test,2
3200,0.0,885.15488,885.40509,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,35,,,0,,False,13,train,0
3201,0.0,885.40509,885.6553,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020558,223,,,0,,False,9,train,1
3202,0.0,885.6553,885.90551,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020558,25,,,0,,False,14,test,0
3203,0.0,885.90551,886.15571,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020558,188,,,0,,False,13,train,0
3204,0.0,886.15571,886.40592,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020558,112,,,0,,False,13,train,0
3205,0.0,886.40592,886.65613,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021692,134,,,0,,False,14,test,0
3206,0.0,886.65613,886.90635,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021692,46,,,0,,False,12,train,1
3207,0.0,886.90635,887.15657,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021692,23,,,0,,False,10,train,2
3208,0.0,887.15657,887.40678,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021692,182,,,0,,False,12,train,0
3209,0.0,887.40678,887.65698,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020058,93,,,0,,False,11,test,0
3210,0.0,887.65698,887.90719,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020058,62,,,0,,False,14,test,2
3211,0.0,887.90719,888.15739,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020058,105,,,0,,False,13,train,2
3212,0.0,888.15739,888.40759,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020058,9,,,0,,False,11,test,0
3213,0.0,888.40759,888.6578,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020942,3,,,0,,False,11,test,2
3214,0.0,888.6578,888.90801,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020942,135,,,0,,False,13,train,2
3215,0.0,888.90801,889.15821,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020942,144,,,0,,False,13,train,0
3216,0.0,889.15821,889.40842,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020942,229,,,0,,False,14,test,2
3217,0.0,889.40842,889.65863,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020808,166,,,0,,False,14,test,0
3218,0.0,889.65863,889.90884,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25020808,176,,,0,,False,13,train,2
3219,0.0,889.90884,890.15905,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25020808,198,,,0,,False,12,train,2
3220,0.0,890.15905,890.40926,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020808,92,,,0,,False,12,train,0
3221,0.0,890.40926,890.65947,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021442,92,,,0,,False,13,train,0
3222,0.0,890.65947,890.90969,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021442,7,,,0,,False,11,test,0
3223,0.0,890.90969,891.1599,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021442,27,,,0,,False,10,train,1
3224,0.0,891.1599,891.41011,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021442,133,,,0,,False,12,train,1
3225,0.0,891.41011,891.66032,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,216,,,0,,False,12,train,0
3226,0.0,891.66032,891.91053,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020558,209,,,0,,False,12,train,1
3227,0.0,891.91053,892.16073,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020558,188,,,0,,False,14,test,0
3228,0.0,892.16073,892.41094,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020558,77,,,0,,False,10,train,0
3229,0.0,892.41094,892.66115,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021692,230,,,0,,False,13,train,0
3230,0.0,892.66115,892.91137,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021692,197,,,0,,False,13,train,2
3231,0.0,892.91137,893.16159,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021692,126,,,0,,False,12,train,2
3232,0.0,893.16159,893.4118,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021692,233,,,0,,False,13,train,0
3233,0.0,893.4118,893.662,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020058,223,,,0,,False,10,train,1
3234,0.0,893.662,893.91221,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020058,92,,,0,,False,14,test,0
3235,0.0,893.91221,894.16241,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020058,206,,,0,,False,11,test,2
3236,0.0,894.16241,894.41261,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020058,153,,,0,,False,12,train,0
3237,0.0,894.41261,894.66283,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021942,85,,,0,,False,13,train,0
3238,0.0,894.66283,894.91305,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021942,94,,,0,,False,14,test,2
3239,0.0,894.91305,895.16326,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021942,145,,,0,,False,14,test,0
3240,0.0,895.16326,895.41348,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021942,14,,,0,,False,12,train,2
3241,0.0,895.41348,895.66368,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25019558,96,,,0,,False,12,train,2
3242,0.0,895.66368,895.91388,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25019558,80,,,0,,False,12,train,0
3243,0.0,895.91388,896.16407,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25019558,127,,,0,,False,13,train,1
3244,0.0,896.16407,896.41427,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25019558,16,,,0,,False,12,train,1
3245,0.0,896.41427,896.66448,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021692,231,,,0,,False,10,train,1
3246,0.0,896.66448,896.9147,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021692,59,,,0,,False,14,test,1
3247,0.0,896.9147,897.16492,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021692,203,,,0,,False,11,test,1
3248,0.0,897.16492,897.41513,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021692,78,,,0,,False,13,train,2
3249,0.0,897.41513,897.66534,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020308,34,,,0,,False,12,train,2
3250,0.0,897.66534,897.91554,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020308,99,,,0,,False,9,train,2
3251,0.0,897.91554,898.16574,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020308,203,,,0,,False,12,train,1
3252,0.0,898.16574,898.41595,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020308,108,,,0,,False,13,train,0
3253,0.0,898.41595,898.66617,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021942,184,,,0,,False,12,train,0
3254,0.0,898.66617,898.91639,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021942,69,,,0,,False,12,train,1
3255,0.0,898.91639,899.1666,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021942,82,,,0,,False,11,test,2
3256,0.0,899.1666,899.41682,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021942,77,,,0,,False,11,test,0
3257,0.0,899.41682,899.66702,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25019808,35,,,0,,False,14,test,0
3258,0.0,899.66702,899.91722,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25019808,91,,,0,,False,12,train,0
3259,0.0,899.91722,900.16742,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25019808,175,,,0,,False,12,train,0
3260,0.0,900.16742,900.41762,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25019808,225,,,0,,False,12,train,2
3261,0.0,900.41762,900.66783,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021692,148,,,0,,False,13,train,1
3262,0.0,900.66783,900.91805,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021692,170,,,0,,False,11,test,0
3263,0.0,900.91805,901.16827,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021692,236,,,0,,False,12,train,2
3264,0.0,901.16827,901.41848,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021692,131,,,0,,False,10,train,1
3265,0.0,901.41848,901.66868,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020058,122,,,0,,False,13,train,1
3266,0.0,901.66868,901.91889,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020058,47,,,0,,False,13,train,1
3267,0.0,901.91889,902.16909,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020058,133,,,0,,False,13,train,1
3268,0.0,902.16909,902.41929,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020058,108,,,0,,False,14,test,0
3269,0.0,902.41929,902.6695,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021192,148,,,0,,False,14,test,1
3270,0.0,902.6695,902.91971,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021192,227,,,0,,False,13,train,2
3271,0.0,902.91971,903.16992,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021192,129,,,0,,False,13,train,0
3272,0.0,903.16992,903.42013,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021192,114,,,0,,False,11,test,0
3273,0.0,903.42013,903.67034,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020808,120,,,0,,False,11,test,2
3274,0.0,903.67034,903.92055,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,217,,,0,,False,12,train,1
3275,0.0,903.92055,904.17076,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020808,230,,,0,,False,14,test,0
3276,0.0,904.17076,904.42097,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020808,125,,,0,,False,9,train,0
3277,0.0,904.42097,904.67118,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021192,78,,,0,,False,14,test,2
3278,0.0,904.67118,904.92139,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021192,105,,,0,,False,14,test,2
3279,0.0,904.92139,905.1716,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021192,116,,,0,,False,11,test,1
3280,0.0,905.1716,905.42181,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021192,220,,,0,,False,12,train,0
3281,0.0,905.42181,905.67202,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020308,11,,,0,,False,14,test,0
3282,0.0,905.67202,905.92222,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020308,70,,,0,,False,13,train,0
