stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,phase,stimulus_name,color,size,contrast,y_position,x_position,frame,Speed,coherence,spatial_frequency,orientation,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2539,0.0,703.55783,703.80803,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,90.0,4.0,0.25020306,182,,,0,,False,11,test,2
2540,0.0,703.80803,704.05824,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020306,27,,,0,,False,9,train,2
2541,0.0,704.05824,704.30844,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020694,8,,,0,,False,11,test,1
2542,0.0,704.30844,704.55865,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020694,239,,,0,,False,8,test,2
2543,0.0,704.55865,704.80886,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,90.0,4.0,0.25020694,82,,,0,,False,5,test,2
2544,0.0,704.80886,705.05906,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,45.0,4.0,0.25020694,234,,,0,,False,11,test,1
2545,0.0,705.05906,705.30927,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020806,168,,,0,,False,11,test,2
2546,0.0,705.30927,705.55948,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,0.0,null,null,null,0.08,45.0,4.0,0.25020806,32,,,0,,False,10,train,1
2547,0.0,705.55948,705.80969,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020806,202,,,0,,False,6,train,2
2548,0.0,705.80969,706.0599,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020806,161,,,0,,False,12,train,1
2549,0.0,706.0599,706.31012,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,30.0,null,null,null,0.08,0.0,4.0,0.25021944,135,,,0,,False,12,train,0
2550,0.0,706.31012,706.56033,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021944,61,,,0,,False,9,train,0
2551,0.0,706.56033,706.81055,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021944,22,,,0,,False,9,train,2
2552,0.0,706.81055,707.06077,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,40.0,null,null,null,0.08,0.0,4.0,0.25021944,165,,,0,,False,12,train,0
2553,0.0,707.06077,707.31098,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,90.0,4.0,0.25020306,82,,,0,,False,6,train,2
2554,0.0,707.31098,707.56118,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,30.0,null,null,null,0.08,90.0,4.0,0.25020306,70,,,0,,False,9,train,2
2555,0.0,707.56118,707.81138,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,0.0,4.0,0.25020306,159,,,0,,False,10,train,0
2556,0.0,707.81138,708.06159,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,20.0,null,null,null,0.08,0.0,4.0,0.25020306,6,,,0,,False,10,train,0
2557,0.0,708.06159,708.3118,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020944,147,,,0,,False,10,train,1
2558,0.0,708.3118,708.562,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,0.0,null,null,null,0.08,45.0,4.0,0.25020944,131,,,0,,False,12,train,1
2559,0.0,708.562,708.81221,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020944,202,,,0,,False,7,train,2
2560,0.0,708.81221,709.06242,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,90.0,4.0,0.25020944,232,,,0,,False,10,train,2
2561,0.0,709.06242,709.31263,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,45.0,4.0,0.25020806,80,,,0,,False,12,train,1
2562,0.0,709.31263,709.56284,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020806,201,,,0,,False,11,test,2
2563,0.0,709.56284,709.81305,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020806,152,,,0,,False,8,test,2
2564,0.0,709.81305,710.06326,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,40.0,null,null,null,0.08,45.0,4.0,0.25020806,76,,,0,,False,9,train,1
2565,0.0,710.06326,710.31347,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021194,21,,,0,,False,11,test,2
2566,0.0,710.31347,710.56368,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,90.0,4.0,0.25021194,184,,,0,,False,11,test,2
2567,0.0,710.56368,710.81389,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021194,7,,,0,,False,8,test,2
2568,0.0,710.81389,711.0641,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021194,5,,,0,,False,9,train,1
2569,0.0,711.0641,711.31431,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020806,71,,,0,,False,12,train,1
2570,0.0,711.31431,711.56452,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020806,201,,,0,,False,12,train,2
2571,0.0,711.56452,711.81473,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020806,241,,,0,,False,10,train,1
2572,0.0,711.81473,712.06494,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,0.0,4.0,0.25020806,243,,,0,,False,7,train,0
2573,0.0,712.06494,712.31515,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,20.0,null,null,null,0.08,0.0,4.0,0.25021194,223,,,0,,False,12,train,0
2574,0.0,712.31515,712.56536,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,90.0,4.0,0.25021194,25,,,0,,False,5,test,2
2575,0.0,712.56536,712.81557,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-10.0,null,null,null,0.08,0.0,4.0,0.25021194,189,,,0,,False,8,test,0
2576,0.0,712.81557,713.06578,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,90.0,4.0,0.25021194,212,,,0,,False,9,train,2
2577,0.0,713.06578,713.31599,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,90.0,4.0,0.25020806,46,,,0,,False,11,test,2
2578,0.0,713.31599,713.5662,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020806,78,,,0,,False,12,train,2
2579,0.0,713.5662,713.81641,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,0.0,4.0,0.25020806,81,,,0,,False,10,train,0
2580,0.0,713.81641,714.06662,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020806,33,,,0,,False,9,train,1
2581,0.0,714.06662,714.31683,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,20.0,null,null,null,0.08,45.0,4.0,0.25021694,197,,,0,,False,10,train,1
2582,0.0,714.31683,714.56705,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,20.0,null,null,null,0.08,45.0,4.0,0.25021694,74,,,0,,False,8,test,1
2583,0.0,714.56705,714.81727,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,90.0,4.0,0.25021694,82,,,0,,False,7,train,2
2584,0.0,714.81727,715.06748,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,90.0,4.0,0.25021694,151,,,0,,False,12,train,2
2585,0.0,715.06748,715.31768,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020056,152,,,0,,False,9,train,2
2586,0.0,715.31768,715.56788,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020056,127,,,0,,False,12,train,0
2587,0.0,715.56788,715.81809,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020056,142,,,0,,False,10,train,1
2588,0.0,715.81809,716.06829,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020056,15,,,0,,False,12,train,2
2589,0.0,716.06829,716.3185,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021694,238,,,0,,False,8,test,1
2590,0.0,716.3185,716.56872,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,90.0,4.0,0.25021694,182,,,0,,False,12,train,2
2591,0.0,716.56872,716.81894,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021694,147,,,0,,False,11,test,1
2592,0.0,716.81894,717.06915,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021694,217,,,0,,False,10,train,0
2593,0.0,717.06915,717.31936,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020306,109,,,0,,False,9,train,1
2594,0.0,717.31936,717.56956,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020306,59,,,0,,False,10,train,1
2595,0.0,717.56956,717.81976,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020306,144,,,0,,False,10,train,0
2596,0.0,717.81976,718.06997,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020306,7,,,0,,False,9,train,2
2597,0.0,718.06997,718.32017,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,90.0,4.0,0.25020694,25,,,0,,False,6,train,2
2598,0.0,718.32017,718.57038,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,40.0,null,null,null,0.08,45.0,4.0,0.25020694,30,,,0,,False,8,test,1
2599,0.0,718.57038,718.82059,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020694,7,,,0,,False,10,train,2
2600,0.0,718.82059,719.07079,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,10.0,null,null,null,0.08,90.0,4.0,0.25020694,18,,,0,,False,10,train,2
2601,0.0,719.07079,719.321,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021056,240,,,0,,False,10,train,0
2602,0.0,719.321,719.57121,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021056,161,,,0,,False,13,train,1
2603,0.0,719.57121,719.82143,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021056,56,,,0,,False,11,test,1
2604,0.0,719.82143,720.07164,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021056,148,,,0,,False,8,test,0
2605,0.0,720.07164,720.32185,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,90.0,4.0,0.25021444,212,,,0,,False,10,train,2
2606,0.0,720.32185,720.57206,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021444,173,,,0,,False,11,test,1
2607,0.0,720.57206,720.82228,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,45.0,4.0,0.25021444,54,,,0,,False,10,train,1
2608,0.0,720.82228,721.07249,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021444,114,,,0,,False,8,test,0
2609,0.0,721.07249,721.3227,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,90.0,4.0,0.25020556,225,,,0,,False,9,train,2
2610,0.0,721.3227,721.5729,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020556,73,,,0,,False,10,train,1
2611,0.0,721.5729,721.82311,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,0.0,4.0,0.25020556,140,,,0,,False,14,test,0
2612,0.0,721.82311,722.07332,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,0.0,4.0,0.25020556,243,,,0,,False,8,test,0
2613,0.0,722.07332,722.32352,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020694,153,,,0,,False,11,test,0
2614,0.0,722.32352,722.57373,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020694,73,,,0,,False,11,test,1
2615,0.0,722.57373,722.82394,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020694,109,,,0,,False,10,train,1
2616,0.0,722.82394,723.07414,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020694,169,,,0,,False,10,train,1
2617,0.0,723.07414,723.32435,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,45.0,4.0,0.25021056,179,,,0,,False,10,train,1
2618,0.0,723.32435,723.57456,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021056,9,,,0,,False,9,train,2
2619,0.0,723.57456,723.82478,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-10.0,null,null,null,0.08,0.0,4.0,0.25021056,133,,,0,,False,11,test,0
2620,0.0,723.82478,724.07499,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,0.0,4.0,0.25021056,23,,,0,,False,13,train,0
2621,0.0,724.07499,724.32519,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,90.0,4.0,0.25020694,13,,,0,,False,12,train,2
2622,0.0,724.32519,724.5754,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,0.0,4.0,0.25020694,162,,,0,,False,7,train,0
2623,0.0,724.5754,724.82561,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,90.0,4.0,0.25020694,34,,,0,,False,12,train,2
2624,0.0,724.82561,725.07581,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,45.0,4.0,0.25020694,55,,,0,,False,8,test,1
2625,0.0,725.07581,725.32603,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021306,235,,,0,,False,8,test,0
2626,0.0,725.32603,725.57624,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021306,148,,,0,,False,9,train,0
2627,0.0,725.57624,725.82645,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021306,27,,,0,,False,10,train,2
2628,0.0,725.82645,726.07667,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,45.0,4.0,0.25021306,55,,,0,,False,9,train,1
2629,0.0,726.07667,726.32688,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,0.0,null,null,null,0.08,90.0,4.0,0.25020944,17,,,0,,False,10,train,2
2630,0.0,726.32688,726.57708,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020944,122,,,0,,False,7,train,2
2631,0.0,726.57708,726.82729,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,45.0,4.0,0.25020944,84,,,0,,False,9,train,1
2632,0.0,726.82729,727.0775,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020944,169,,,0,,False,11,test,1
2633,0.0,727.0775,727.32771,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020306,53,,,0,,False,10,train,0
2634,0.0,727.32771,727.57791,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,10.0,null,null,null,0.08,0.0,4.0,0.25020306,77,,,0,,False,8,test,0
2635,0.0,727.57791,727.82811,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,45.0,4.0,0.25020306,185,,,0,,False,14,test,1
2636,0.0,727.82811,728.07832,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,45.0,4.0,0.25020306,220,,,0,,False,10,train,1
2637,0.0,728.07832,728.32853,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,0.0,4.0,0.25021694,175,,,0,,False,8,test,0
2638,0.0,728.32853,728.57875,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,90.0,4.0,0.25021694,46,,,0,,False,12,train,2
2639,0.0,728.57875,728.82897,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,90.0,4.0,0.25021694,46,,,0,,False,13,train,2
2640,0.0,728.82897,729.07918,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,0.0,4.0,0.25021694,162,,,0,,False,8,test,0
2641,0.0,729.07918,729.32939,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,0.0,4.0,0.25020556,94,,,0,,False,11,test,0
2642,0.0,729.32939,729.57959,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,0.0,4.0,0.25020556,93,,,0,,False,12,train,0
2643,0.0,729.57959,729.8298,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,40.0,null,null,null,0.08,0.0,4.0,0.25020556,174,,,0,,False,10,train,0
2644,0.0,729.8298,730.08001,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020556,106,,,0,,False,11,test,2
2645,0.0,730.08001,730.33021,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,20.0,null,null,null,0.08,45.0,4.0,0.25020694,74,,,0,,False,9,train,1
2646,0.0,730.33021,730.58042,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,45.0,4.0,0.25020694,163,,,0,,False,10,train,1
2647,0.0,730.58042,730.83063,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,10.0,null,null,null,0.08,0.0,4.0,0.25020694,31,,,0,,False,10,train,0
2648,0.0,730.83063,731.08083,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020694,9,,,0,,False,10,train,2
2649,0.0,731.08083,731.33105,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021556,221,,,0,,False,7,train,2
2650,0.0,731.33105,731.58126,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021556,22,,,0,,False,10,train,2
2651,0.0,731.58126,731.83148,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021556,122,,,0,,False,8,test,2
2652,0.0,731.83148,732.0817,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021556,238,,,0,,False,9,train,1
2653,0.0,732.0817,732.3319,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,0.0,4.0,0.25020444,243,,,0,,False,9,train,0
2654,0.0,732.3319,732.5821,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020444,127,,,0,,False,13,train,0
2655,0.0,732.5821,732.83231,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,0.0,4.0,0.25020444,107,,,0,,False,6,train,0
2656,0.0,732.83231,733.08251,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020444,21,,,0,,False,12,train,2
2657,0.0,733.08251,733.33272,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,45.0,4.0,0.25021056,75,,,0,,False,10,train,1
2658,0.0,733.33272,733.58293,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,0.0,4.0,0.25021056,107,,,0,,False,7,train,0
2659,0.0,733.58293,733.83315,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021056,170,,,0,,False,9,train,1
2660,0.0,733.83315,734.08336,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,45.0,4.0,0.25021056,179,,,0,,False,11,test,1
2661,0.0,734.08336,734.33356,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,45.0,4.0,0.25020444,11,,,0,,False,8,test,1
2662,0.0,734.33356,734.58376,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,0.0,4.0,0.25020444,41,,,0,,False,12,train,0
2663,0.0,734.58376,734.83397,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,45.0,4.0,0.25020444,207,,,0,,False,9,train,1
2664,0.0,734.83397,735.08417,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,0.0,4.0,0.25020444,215,,,0,,False,13,train,0
2665,0.0,735.08417,735.33438,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,30.0,null,null,null,0.08,45.0,4.0,0.25021056,47,,,0,,False,9,train,1
2666,0.0,735.33438,735.58459,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,10.0,null,null,null,0.08,0.0,4.0,0.25021056,77,,,0,,False,9,train,0
2667,0.0,735.58459,735.83481,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021056,129,,,0,,False,12,train,0
