stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,phase,temporal_frequency,spatial_frequency,y_position,contrast,size,x_position,frame,color,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3024,0.0,829.90254,830.15275,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,178,,,0,,False,11,test,1
3025,0.0,830.15275,830.40296,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020614,149,,,0,,False,12,train,2
3026,0.0,830.40296,830.65317,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020614,27,,,0,,False,12,train,1
3027,0.0,830.65317,830.90337,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020614,139,,,0,,False,13,train,1
3028,0.0,830.90337,831.15358,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,215,,,0,,False,12,train,0
3029,0.0,831.15358,831.40378,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020386,89,,,0,,False,10,train,2
3030,0.0,831.40378,831.65399,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020386,24,,,0,,False,11,test,2
3031,0.0,831.65399,831.90419,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020386,175,,,0,,False,12,train,2
3032,0.0,831.90419,832.15439,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020386,99,,,0,,False,11,test,2
3033,0.0,832.15439,832.40461,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021364,161,,,0,,False,13,train,2
3034,0.0,832.40461,832.65482,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021364,146,,,0,,False,12,train,0
3035,0.0,832.65482,832.90503,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021364,191,,,0,,False,11,test,0
3036,0.0,832.90503,833.15525,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021364,212,,,0,,False,13,train,2
3037,0.0,833.15525,833.40546,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020886,130,,,0,,False,9,train,0
3038,0.0,833.40546,833.65567,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020886,231,,,0,,False,13,train,2
3039,0.0,833.65567,833.90587,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020886,175,,,0,,False,13,train,2
3040,0.0,833.90587,834.15608,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020886,127,,,0,,False,12,train,1
3041,0.0,834.15608,834.40629,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020864,89,,,0,,False,11,test,2
3042,0.0,834.40629,834.6565,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,219,,,0,,False,11,test,1
3043,0.0,834.6565,834.90671,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,51,,,0,,False,13,train,2
3044,0.0,834.90671,835.15692,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020864,123,,,0,,False,10,train,0
3045,0.0,835.15692,835.40713,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020886,137,,,0,,False,11,test,2
3046,0.0,835.40713,835.65734,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020886,124,,,0,,False,11,test,1
3047,0.0,835.65734,835.90754,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020886,72,,,0,,False,11,test,1
3048,0.0,835.90754,836.15775,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020886,48,,,0,,False,13,train,2
3049,0.0,836.15775,836.40796,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021114,212,,,0,,False,14,test,2
3050,0.0,836.40796,836.65818,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021114,167,,,0,,False,9,train,0
3051,0.0,836.65818,836.90839,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021114,122,,,0,,False,11,test,0
3052,0.0,836.90839,837.1586,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021114,60,,,0,,False,11,test,1
3053,0.0,837.1586,837.40881,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021386,36,,,0,,False,14,test,1
3054,0.0,837.40881,837.65903,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021386,76,,,0,,False,11,test,2
3055,0.0,837.65903,837.90924,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021386,220,,,0,,False,10,train,0
3056,0.0,837.90924,838.15945,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021386,96,,,0,,False,11,test,0
3057,0.0,838.15945,838.40966,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020364,188,,,0,,False,13,train,0
3058,0.0,838.40966,838.65986,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020364,134,,,0,,False,12,train,0
3059,0.0,838.65986,838.91006,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020364,209,,,0,,False,11,test,0
3060,0.0,838.91006,839.16027,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020364,4,,,0,,False,13,train,0
3061,0.0,839.16027,839.41047,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020386,197,,,0,,False,13,train,0
3062,0.0,839.41047,839.66068,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020386,84,,,0,,False,14,test,0
3063,0.0,839.66068,839.91088,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020386,119,,,0,,False,14,test,0
3064,0.0,839.91088,840.16108,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020386,219,,,0,,False,12,train,1
3065,0.0,840.16108,840.4113,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021614,180,,,0,,False,12,train,0
3066,0.0,840.4113,840.66152,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021614,140,,,0,,False,10,train,1
3067,0.0,840.66152,840.91173,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021614,63,,,0,,False,11,test,2
3068,0.0,840.91173,841.16195,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021614,83,,,0,,False,11,test,1
3069,0.0,841.16195,841.41216,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,104,,,0,,False,12,train,1
3070,0.0,841.41216,841.66237,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021136,30,,,0,,False,12,train,1
3071,0.0,841.66237,841.91258,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,116,,,0,,False,13,train,2
3072,0.0,841.91258,842.16279,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021136,146,,,0,,False,13,train,0
3073,0.0,842.16279,842.413,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020614,177,,,0,,False,11,test,2
3074,0.0,842.413,842.66321,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020614,94,,,0,,False,10,train,1
3075,0.0,842.66321,842.91341,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,159,,,0,,False,12,train,2
3076,0.0,842.91341,843.16362,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020614,122,,,0,,False,12,train,0
3077,0.0,843.16362,843.41383,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021636,151,,,0,,False,11,test,2
3078,0.0,843.41383,843.66405,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021636,27,,,0,,False,13,train,1
3079,0.0,843.66405,843.91427,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021636,21,,,0,,False,12,train,0
3080,0.0,843.91427,844.16448,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021636,10,,,0,,False,13,train,1
3081,0.0,844.16448,844.41468,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25019864,198,,,0,,False,14,test,0
3082,0.0,844.41468,844.66488,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25019864,115,,,0,,False,11,test,2
3083,0.0,844.66488,844.91508,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25019864,59,,,0,,False,12,train,2
3084,0.0,844.91508,845.16528,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,173,,,0,,False,12,train,2
3085,0.0,845.16528,845.41549,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,208,,,0,,False,12,train,1
3086,0.0,845.41549,845.6657,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021136,201,,,0,,False,9,train,0
3087,0.0,845.6657,845.91591,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021136,207,,,0,,False,12,train,0
3088,0.0,845.91591,846.16612,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,63,,,0,,False,12,train,2
3089,0.0,846.16612,846.41633,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,60,,,0,,False,12,train,1
3090,0.0,846.41633,846.66654,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,149,,,0,,False,13,train,2
3091,0.0,846.66654,846.91675,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,111,,,0,,False,12,train,0
3092,0.0,846.91675,847.16696,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020864,44,,,0,,False,14,test,1
3093,0.0,847.16696,847.41716,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020386,201,,,0,,False,10,train,0
3094,0.0,847.41716,847.66737,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020386,49,,,0,,False,12,train,2
3095,0.0,847.66737,847.91757,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020386,59,,,0,,False,13,train,2
3096,0.0,847.91757,848.16777,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020386,226,,,0,,False,11,test,2
3097,0.0,848.16777,848.41799,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021364,57,,,0,,False,10,train,0
3098,0.0,848.41799,848.6682,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021364,89,,,0,,False,12,train,2
3099,0.0,848.6682,848.91841,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021364,42,,,0,,False,11,test,0
3100,0.0,848.91841,849.16863,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021364,29,,,0,,False,12,train,0
3101,0.0,849.16863,849.41884,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,229,,,0,,False,13,train,1
3102,0.0,849.41884,849.66905,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021136,243,,,0,,False,11,test,1
3103,0.0,849.66905,849.91926,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021136,82,,,0,,False,11,test,0
3104,0.0,849.91926,850.16947,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,123,,,0,,False,11,test,0
3105,0.0,850.16947,850.41968,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,142,,,0,,False,12,train,1
3106,0.0,850.41968,850.66989,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020864,123,,,0,,False,12,train,0
3107,0.0,850.66989,850.9201,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,70,,,0,,False,11,test,0
3108,0.0,850.9201,851.17031,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,127,,,0,,False,13,train,1
3109,0.0,851.17031,851.42052,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,53,,,0,,False,10,train,1
3110,0.0,851.42052,851.67073,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,21,,,0,,False,13,train,0
3111,0.0,851.67073,851.92094,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,209,,,0,,False,12,train,0
3112,0.0,851.92094,852.17115,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,35,,,0,,False,10,train,0
3113,0.0,852.17115,852.42136,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020614,8,,,0,,False,10,train,0
3114,0.0,852.42136,852.67157,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,134,,,0,,False,13,train,0
3115,0.0,852.67157,852.92177,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020614,117,,,0,,False,9,train,2
3116,0.0,852.92177,853.17198,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,29,,,0,,False,13,train,0
3117,0.0,853.17198,853.42219,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020886,209,,,0,,False,13,train,0
3118,0.0,853.42219,853.6724,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020886,167,,,0,,False,10,train,0
3119,0.0,853.6724,853.9226,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020886,213,,,0,,False,11,test,1
3120,0.0,853.9226,854.17281,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020886,54,,,0,,False,13,train,2
3121,0.0,854.17281,854.42302,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,207,,,0,,False,13,train,0
3122,0.0,854.42302,854.67323,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,72,,,0,,False,12,train,1
3123,0.0,854.67323,854.92344,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,121,,,0,,False,13,train,2
3124,0.0,854.92344,855.17365,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020864,204,,,0,,False,13,train,2
3125,0.0,855.17365,855.42386,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020886,22,,,0,,False,10,train,1
3126,0.0,855.42386,855.67407,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020886,6,,,0,,False,11,test,2
3127,0.0,855.67407,855.92427,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020886,27,,,0,,False,14,test,1
3128,0.0,855.92427,856.17448,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020886,199,,,0,,False,12,train,0
3129,0.0,856.17448,856.42469,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020864,53,,,0,,False,11,test,1
3130,0.0,856.42469,856.6749,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020864,222,,,0,,False,12,train,1
3131,0.0,856.6749,856.92511,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020864,107,,,0,,False,12,train,1
3132,0.0,856.92511,857.17532,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,60,,,0,,False,13,train,1
3133,0.0,857.17532,857.42553,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,114,,,0,,False,10,train,2
3134,0.0,857.42553,857.67574,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,85,,,0,,False,13,train,1
3135,0.0,857.67574,857.92595,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021136,64,,,0,,False,12,train,0
3136,0.0,857.92595,858.17616,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,67,,,0,,False,11,test,2
3137,0.0,858.17616,858.42637,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020614,49,,,0,,False,13,train,2
3138,0.0,858.42637,858.67658,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020614,191,,,0,,False,12,train,0
3139,0.0,858.67658,858.92678,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020614,61,,,0,,False,12,train,1
3140,0.0,858.92678,859.17699,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020614,103,,,0,,False,11,test,1
3141,0.0,859.17699,859.4272,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021386,57,,,0,,False,11,test,0
3142,0.0,859.4272,859.67742,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021386,137,,,0,,False,12,train,2
3143,0.0,859.67742,859.92763,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021386,228,,,0,,False,14,test,0
3144,0.0,859.92763,860.17784,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021386,70,,,0,,False,12,train,0
3145,0.0,860.17784,860.42805,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020614,171,,,0,,False,13,train,0
3146,0.0,860.42805,860.67826,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020614,126,,,0,,False,13,train,1
3147,0.0,860.67826,860.92846,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,100,,,0,,False,11,test,0
3148,0.0,860.92846,861.17867,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020614,196,,,0,,False,11,test,1
3149,0.0,861.17867,861.42887,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020386,132,,,0,,False,14,test,0
3150,0.0,861.42887,861.67908,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020386,185,,,0,,False,13,train,1
3151,0.0,861.67908,861.92928,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020386,177,,,0,,False,12,train,2
3152,0.0,861.92928,862.17948,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020386,201,,,0,,False,11,test,0
3153,0.0,862.17948,862.4297,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021364,168,,,0,,False,11,test,0
3154,0.0,862.4297,862.67991,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021364,167,,,0,,False,11,test,0
3155,0.0,862.67991,862.93012,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021364,128,,,0,,False,14,test,1
3156,0.0,862.93012,863.18034,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021364,109,,,0,,False,13,train,2
3157,0.0,863.18034,863.43055,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021136,144,,,0,,False,12,train,0
3158,0.0,863.43055,863.68076,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,35,,,0,,False,11,test,0
3159,0.0,863.68076,863.93097,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,72,,,0,,False,13,train,1
3160,0.0,863.93097,864.18118,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,126,,,0,,False,14,test,1
